gold_speaker	gold_word	whisper_speaker	whisper_word
BO089	è	[SPEAKER_A]	è
BO089	ancora	[SPEAKER_A]	ancora
BO089	autonoma	[SPEAKER_A]	autonoma
BO089	l'isola	-	-
BO089	di	-	-
BO089	formosa	-	-
BO087	credo	[SPEAKER_A]	credo
BO087	di	[SPEAKER_A]	di
BO087	no	[SPEAKER_A]	no
-	-	[SPEAKER_A]	e
BO089	anche	[SPEAKER_A]	anche
BO089	lei	[SPEAKER_A]	lei
BO089	è	[SPEAKER_A]	è
BO089	stata	[SPEAKER_A]	stata
BO089	assorbita	[SPEAKER_A]	assorbita
BO089	alla	[SPEAKER_A]	dal
BO089	cina	[SPEAKER_A]	cina
BO089	è	[SPEAKER_A]	sì
BO089	ritornata	[SPEAKER_A]	sì
BO089	sì	[SPEAKER_A]	sì
BO087	sì	[SPEAKER_B]	no
BO087	sì	[SPEAKER_B]	è
-	-	[SPEAKER_B]	stata
-	-	[SPEAKER_B]	riasorbita
-	-	[SPEAKER_B]	era
-	-	[SPEAKER_B]	a
-	-	[SPEAKER_B]	taiwan
-	-	[SPEAKER_B]	forse
-	-	[SPEAKER_B]	e
-	-	[SPEAKER_B]	anche
-	-	[SPEAKER_B]	l'è
-	-	[SPEAKER_B]	stata
-	-	[SPEAKER_B]	assorbita
-	-	[SPEAKER_B]	dal
-	-	[SPEAKER_B]	signor
-	-	[SPEAKER_B]	si
-	-	[SPEAKER_B]	si
BO089	beh	[SPEAKER_B]	beh
BO089	forse	[SPEAKER_B]	forse
BO089	magari	[SPEAKER_B]	magari
BO089	non	-	-
BO089	so	-	-
BO089	in	[SPEAKER_B]	in
BO089	india	[SPEAKER_B]	india
BO089	si	[SPEAKER_B]	si
BO089	stampa	[SPEAKER_B]	sta
BO089	pure	[SPEAKER_B]	appure
BO089	cinese	[SPEAKER_B]	cinese
BO087	sì	[SPEAKER_B]	sì
BO089	una	[SPEAKER_B]	corre
BO089	def~	-	-
BO087	giappone	-	-
BO087	forse	-	-
BO087	anche	-	-
BO089	giappone	-	-
BO089	mh	-	-
BO089	giappone	-	-
BO087	no	-	-
BO089	non	-	-
BO089	lo	-	-
BO089	so	-	-
BO087	corea	-	-
BO087	del	[SPEAKER_B]	del
BO087	nord	[SPEAKER_B]	nort
BO087	esempio	[SPEAKER_B]	corre
BO087	di	-	-
BO087	bibliogra~	-	-
BO087	corea	-	-
BO087	del	[SPEAKER_B]	del
BO087	nord	[SPEAKER_B]	nort
-	-	[SPEAKER_B]	per
BO087	esempio	[SPEAKER_B]	esempio
BO087	di	[SPEAKER_B]	di
BO087	bibliografia	[SPEAKER_B]	bibliografia
BO087	invece	[SPEAKER_B]	invece
BO087	locale	[SPEAKER_B]	locale
BO089	questo	[SPEAKER_A]	l'ocale
BO089	è	[SPEAKER_A]	è
BO089	più	-	-
BO089	difficile	-	-
BO089	eh	-	-
BO089	locale	-	-
BO089	ad	[SPEAKER_A]	ad
BO089	esempio	[SPEAKER_A]	esempio
BO089	le	[SPEAKER_A]	le
BO089	bibliografie	[SPEAKER_A]	bibliografie
BO089	che	[SPEAKER_A]	che
BO089	abbiamo	[SPEAKER_A]	abbiamo
BO089	nel	[SPEAKER_A]	nel
BO089	eh	[SPEAKER_A]	xvii
BO089	mh	-	-
BO089	eh	-	-
BO089	diciassettesimo	-	-
BO089	secolo	[SPEAKER_A]	secolo
BO089	tipo	[SPEAKER_A]	tipo
BO089	relative	[SPEAKER_A]	relative
BO089	all'area	[SPEAKER_A]	all'area
BO089	romana	[SPEAKER_A]	romana
BO087	di	[SPEAKER_A]	di
BO087	eh	[SPEAKER_A]	allacci
BO087	allaccia	[SPEAKER_A]	abbristurbana
BO087	xurbana	[SPEAKER_A]	e
BO087	e	[SPEAKER_A]	ramaturgia
BO087	drammaturgia	-	-
BO087	brava	-	-
BO087	brava	-	-
BO089	brava	-	-
BO087	e	[SPEAKER_A]	e
BO087	di	[SPEAKER_A]	di
BO087	topi	[SPEAKER_A]	topi
BO087	mh	[SPEAKER_A]	invece
BO087	vece	[SPEAKER_A]	topi
BO087	mh	[SPEAKER_A]	o
BO087	nie~	[SPEAKER_A]	persona
BO089	toppi	[SPEAKER_A]	p
BO087	toppi	-	-
BO087	ah	-	-
BO089	nicolò	-	-
BO089	toppi	-	-
BO087	ho	-	-
BO087	per	-	-
BO087	una	-	-
BO087	pi	-	-
BO087	per	[SPEAKER_A]	per
BO087	strada	[SPEAKER_A]	strada
BO089	sì	[SPEAKER_A]	è
BO087	eh	[SPEAKER_A]	la
BO087	mh	[SPEAKER_A]	biblioteca
BO087	e	-	-
BO087	la	-	-
BO087	bibioteca	-	-
BO087	napoletana	[SPEAKER_A]	napoletana
BO087	brava	[SPEAKER_A]	brava
BO089	molto	[SPEAKER_A]	molto
BO089	brava	[SPEAKER_A]	brava
-	-	[SPEAKER_B]	ho
-	-	[SPEAKER_B]	perso
-	-	[SPEAKER_B]	una
-	-	[SPEAKER_B]	piccola
-	-	[SPEAKER_B]	strada
-	-	[SPEAKER_B]	brava
-	-	[SPEAKER_B]	molto
-	-	[SPEAKER_B]	brava
BO087	quindi	[SPEAKER_B]	quindi
BO087	eh	-	-
BO087	ultima	[SPEAKER_B]	ultima
BO087	domanda	[SPEAKER_B]	domanda
BO089	guerrini	[SPEAKER_B]	guerrini
BO089	l	-	-
BO089	spiega	[SPEAKER_B]	spiega
BO089	agli	[SPEAKER_B]	agli
BO089	studenti	[SPEAKER_B]	studenti
BO089	universitari	[SPEAKER_B]	universitari
BO089	la	[SPEAKER_B]	la
BO089	biblioteca	[SPEAKER_B]	biblioteca
BO087	sì	-	-
BO087	e	[SPEAKER_B]	e
BO087	spiega	[SPEAKER_B]	spiega
BO087	la	[SPEAKER_B]	la
BO087	differenza	[SPEAKER_B]	differenza
BO087	tra	[SPEAKER_B]	tra
BO087	eh	-	-
BO087	il	[SPEAKER_B]	il
BO087	catalogo	[SPEAKER_B]	catalogo
BO087	tradizionale	[SPEAKER_B]	tradizionale
BO087	e	[SPEAKER_B]	e
BO087	l'opac	[SPEAKER_B]	l'oppack
BO089	cos'è	[SPEAKER_B]	l'oppack
BO089	l'opac	-	-
BO089	quali	[SPEAKER_B]	quali
BO089	sono	[SPEAKER_B]	sono
BO089	i	-	-
BO089	suoi	-	-
BO087	mh	-	-
BO087	mh	-	-
BO087	orrizzonti	-	-
BO087	i	[SPEAKER_B]	i
BO087	suoi	[SPEAKER_B]	suoi
BO087	vantaggi	[SPEAKER_B]	vantaggi
BO087	e	-	-
BO087	anche	[SPEAKER_B]	anche
BO087	i	[SPEAKER_B]	i
BO087	suoi	[SPEAKER_B]	suoi
BO087	limiti	[SPEAKER_B]	limiti
BO089	okay	-	-
BO089	sì	-	-
BO089	eh	-	-
BO089	mh	-	-
BO089	allora	[SPEAKER_A]	allora
BO089	mh	-	-
BO089	l'opac	[SPEAKER_A]	l'opac
BO089	praticamente	[SPEAKER_A]	praticamente
BO089	è	[SPEAKER_A]	è
BO089	un	[SPEAKER_A]	un
BO089	letteralmente	[SPEAKER_A]	letteralmente
BO089	significa	[SPEAKER_A]	significato
BO089	on	[SPEAKER_A]	online
BO089	line	-	-
BO089	public	[SPEAKER_A]	public
BO089	acces	[SPEAKER_A]	access
BO089	catagolg	[SPEAKER_A]	catalogue
BO089	eh	-	-
BO089	ed	[SPEAKER_A]	ed
BO089	è	[SPEAKER_A]	è
BO089	un	[SPEAKER_A]	un
BO089	servizio	[SPEAKER_A]	servizio
BO089	che	[SPEAKER_A]	che
BO089	viene	[SPEAKER_A]	viene
BO089	offir~	-	-
BO089	offerto	[SPEAKER_A]	offerto
BO089	dalle	-	-
BO089	dalle	[SPEAKER_A]	dalle
BO089	biblioteche	[SPEAKER_A]	biblioteche
BO089	per	[SPEAKER_A]	per
BO089	poter	[SPEAKER_A]	poter
BO089	ricercare	[SPEAKER_A]	ricercare
BO089	documenti	[SPEAKER_A]	documenti
BO089	attraverso	[SPEAKER_A]	attraverso
BO089	la	[SPEAKER_A]	la
BO089	compilazione	[SPEAKER_A]	compilazione
BO089	di	[SPEAKER_A]	di
BO089	vari	[SPEAKER_A]	vari
BO089	di	-	-
BO089	vari	-	-
BO089	filtri	[SPEAKER_A]	filtri
BO089	eh	[SPEAKER_A]	che
BO089	che	[SPEAKER_A]	possono
BO089	permettono	-	-
BO089	quindi	-	-
BO089	possno	-	-
BO089	permettere	[SPEAKER_A]	permettere
BO089	mh	-	-
BO089	una	[SPEAKER_A]	una
BO089	serie	[SPEAKER_A]	serie
BO089	di	[SPEAKER_A]	di
BO089	ricerche	[SPEAKER_A]	ricerche
BO089	eh	-	-
BO089	che	-	-
BO089	mh	-	-
BO089	che	-	-
BO089	rien~	-	-
BO089	serie	-	-
BO089	di	-	-
BO089	ricerche	-	-
BO089	che	[SPEAKER_A]	che
BO089	rientrano	[SPEAKER_A]	rientrano
BO089	eh	-	-
BO089	nel	[SPEAKER_A]	nel
BO089	eh	-	-
BO089	eh	-	-
BO089	mh	-	-
BO089	non	-	-
BO089	mi	[SPEAKER_A]	mi
BO089	ritorna	[SPEAKER_A]	ritornandome
BO089	il	-	-
BO089	nome	-	-
BO089	in	[SPEAKER_A]	in
BO089	inglese	[SPEAKER_A]	inglese
BO089	e	-	-
BO089	mh	-	-
BO087	e	-	-
BO087	mh	-	-
BO089	che	-	-
BO089	cosa	-	-
BO089	xxx	-	-
BO089	le	-	-
BO089	le	[SPEAKER_A]	le
BO089	varie	[SPEAKER_A]	varie
BO089	metodologia	[SPEAKER_A]	metodologie
BO089	di	[SPEAKER_A]	di
BO089	ricerca	[SPEAKER_A]	ricerca
BO089	per	[SPEAKER_A]	per
BO089	parole	[SPEAKER_A]	parole
BO089	scorrimento	[SPEAKER_A]	scorrimento
BO089	di	[SPEAKER_A]	dell'istalphabetica
BO089	liste	-	-
BO089	alfabetiche	-	-
BO089	eh	-	-
BO089	mh	-	-
BO087	inrformation	-	-
BO087	retrivial	-	-
BO089	vari	-	-
BO089	sistemi	-	-
BO089	di	-	-
BO089	information	[SPEAKER_A]	information
BO089	retrivial	[SPEAKER_A]	retrieval
BO089	eh	[SPEAKER_A]	vari
BO089	vai	[SPEAKER_A]	system
BO089	sistemi	[SPEAKER_A]	si
BO089	di	-	-
BO089	mh	-	-
BO089	sì	-	-
BO089	eh	-	-
BO089	mh	-	-
BO089	eh	-	-
BO089	mh	-	-
BO089	eh	-	-
BO089	eh	-	-
BO089	mh	-	-
BO089	la	-	-
BO089	cara~	-	-
BO089	mh	-	-
BO089	è	[SPEAKER_A]	è
BO089	formato	[SPEAKER_A]	formato
BO089	insomma	[SPEAKER_A]	insomma
BO089	da	[SPEAKER_A]	da
BO089	tutte	[SPEAKER_A]	tutte
BO089	quelle	[SPEAKER_A]	quelle
BO089	che	[SPEAKER_A]	che
BO089	sono	[SPEAKER_A]	sono
BO089	le	[SPEAKER_A]	le
BO089	registrazioni	[SPEAKER_A]	registrazioni
BO089	eh	-	-
BO089	mh	-	-
BO089	bibliografiche	[SPEAKER_A]	bibliografiche
BO089	dei	[SPEAKER_A]	dei
BO089	vari	[SPEAKER_A]	vari
BO089	eh	[SPEAKER_A]	documenti
BO089	mh	-	-
BO089	dei	-	-
BO089	vari	-	-
BO089	documeìnti	-	-
BO089	eh	-	-
BO089	quindi	[SPEAKER_A]	quindi
BO089	i	-	-
BO089	vari	[SPEAKER_A]	vari
BO089	records	[SPEAKER_A]	records
BO089	eh	[SPEAKER_A]	che
BO089	che	[SPEAKER_A]	sono
BO089	sono	-	-
BO089	eh	-	-
BO089	caratterizzati	[SPEAKER_A]	caratterizzati
BO089	da	[SPEAKER_A]	da
BO089	vari	[SPEAKER_A]	vari
BO089	campi	[SPEAKER_A]	campi
BO089	vari	[SPEAKER_A]	vari
BO089	fields	[SPEAKER_A]	films
BO087	quindi	[SPEAKER_A]	quindi
BO087	autore	[SPEAKER_A]	autore
