token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
27-0	TO080	27	n::o	no	linguistic	none	_	Begin=54.112	0x2	_	_	_	_
27-1	TO080	27	mi	mi	linguistic	none	_	_	_	_	_	_	_
27-2	TO080	27	sono	sono	linguistic	none	_	_	_	_	_	_	_
27-3	TO080	27	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
27-4	TO080	27	trasferita	trasferita	linguistic	none	_	_	_	_	_	_	_
27-5	TO080	27	nel	nel	linguistic	none	_	_	_	_	_	_	_
27-6	TO080	27	duemila	duemila	linguistic	none	_	_	_	_	_	_	_
27-7	TO080	27	diciassette	diciassette	linguistic	none	_	_	_	_	_	_	_
27-8	TO080	27	quindi	quindi	linguistic	none	_	_	_	_	_	_	_
27-9	TO080	27	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
27-10	TO080	27	a[nno	anno	linguistic	none	_	_	_	_	_	1-4(7)	_
27-11	TO080	27	s]corso,	scorso	linguistic	none	Intonation=weakly_rising	End=58.786	_	_	_	0-1(7)	_
28-0	TO071	28	[ah	ah	linguistic	none	_	Begin=57.824	_	_	_	0-2(7)	BC[2]
28-1	TO071	28	ah]	ah	linguistic	none	_	End=58.179	_	_	_	0-2(7)	BC[2]
29-0	TO080	29	perché	perché	linguistic	none	_	Begin=58.834	_	_	_	_	_
29-1	TO080	29	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
29-2	TO080	29	ho	ho	linguistic	none	_	_	_	_	_	_	_
29-3	TO080	29	iniziato	iniziato	linguistic	none	_	_	_	_	_	_	_
29-4	TO080	29	a	a	linguistic	none	_	_	_	_	_	_	_
29-5	TO080	29	frequentare	frequentare	linguistic	none	_	_	_	_	_	_	_
29-6	TO080	29	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
29-7	TO080	29	anno	anno	linguistic	none	_	_	_	_	_	_	_
29-8	TO080	29	scorso	scorso	linguistic	none	_	_	_	_	_	_	_
29-9	TO080	29	qui	qui	linguistic	none	_	_	_	_	_	_	_
29-10	TO080	29	in	in	linguistic	none	_	_	_	_	_	_	_
29-11	TO080	29	università,	università	linguistic	none	Intonation=weakly_rising	End=61.84	_	_	_	_	_
30-0	TO071	30	okay,	okay	linguistic	none	Intonation=weakly_rising	Begin=61.84|End=62.243	_	_	_	_	BC
31-0	TO080	31	e:::	e	linguistic	none	_	Begin=62.893	0x3	_	_	_	_
31-1	TO080	31	mi	mi	linguistic	none	_	_	_	_	_	_	_
31-2	TO080	31	sono	sono	linguistic	none	_	_	_	_	_	_	_
31-3	TO080	31	trasferita	trasferita	linguistic	none	_	_	_	_	_	_	_
31-4	TO080	31	da	da	linguistic	none	_	_	_	_	_	_	_
31-5	TO080	31	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
31-6	TO080	31	settembre	settembre	linguistic	none	_	_	_	_	_	_	_
31-7	TO080	31	di	di	linguistic	none	_	_	_	_	_	_	_
31-8	TO080	31	quell'	quell'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
31-9	TO080	31	anno,	anno	linguistic	none	Intonation=weakly_rising	End=66.42	_	_	_	_	_
32-0	TO071	32	e	e	linguistic	none	_	Begin=67.044	_	_	_	_	_
32-1	TO071	32	quindi	quindi	linguistic	none	_	_	_	_	_	_	_
32-2	TO071	32	sono	sono	linguistic	none	_	_	_	_	_	_	_
32-3	TO071	32	due	due	linguistic	none	_	_	_	_	_	_	_
32-4	TO071	32	anni	anni	linguistic	none	_	_	_	_	_	_	_
32-5	TO071	32	che	che	linguistic	none	_	_	_	_	_	_	_
32-6	TO071	32	stai	stai	linguistic	none	_	_	_	_	_	_	_
32-7	TO071	32	qui	qui	linguistic	none	_	_	_	_	_	_	_
32-8	TO071	32	a	a	linguistic	none	_	_	_	_	_	_	_
32-9	TO071	32	torino,	torino	linguistic	none	Intonation=weakly_rising	End=69.261	_	_	_	_	_
33-0	TO080	33	[sì]	sì	linguistic	none	_	Begin=69.279|End=69.602	_	_	_	0-2(?)	BC
34-0	TO071	34	in	in	linguistic	none	_	Begin=69.608	_	_	_	_	_
34-1	TO071	34	quella	quella	linguistic	none	_	_	_	_	_	_	_
34-2	TO071	34	stessa	stessa	linguistic	none	_	_	_	_	_	_	_
34-3	TO071	34	casa,	casa	linguistic	none	Intonation=weakly_rising	End=70.644	_	_	_	_	_
35-0	TO071	35	[in	in	linguistic	none	_	Begin=71.4	_	_	_	0-2(8)	_
35-1	TO071	35	questo	questo	linguistic	none	_	_	_	_	_	0-6(8)	_
35-2	TO071	35	ste]sso	stesso	linguistic	none	_	_	_	_	_	0-3(8)	_
35-3	TO071	35	bilocale,	bilocale	linguistic	none	Intonation=weakly_rising	End=72.744	_	_	_	_	_
36-0	TO080	36	[due	due	linguistic	none	_	Begin=71.415	_	_	_	0-3(8)	_
36-1	TO080	36	anni]	anni	linguistic	none	_	End=72.022	_	_	_	0-4(8)	_
37-0	TO071	37	ah	ah	linguistic	none	_	Begin=72.784	_	_	_	_	BC[3]
37-1	TO071	37	okay	okay	linguistic	none	_	_	_	_	_	_	BC[3]
37-2	TO071	37	un	un	linguistic	none	_	_	_	_	_	_	BC[4]
37-3	TO071	37	an[no	anno	linguistic	none	_	_	_	_	_	2-4(9)	BC[4]
37-4	TO071	37	sìcerto]	sìcerto	linguistic	none	_	End=74.22	_	_	_	0-7(9)	BC[4]
38-0	TO080	38	[un	un	linguistic	none	_	Begin=73.46	_	_	_	0-2(9)	_
38-1	TO080	38	anno	anno	linguistic	none	_	_	_	_	_	0-4(9)	_
38-2	TO080	38	e]	e	linguistic	none	_	_	_	_	_	0-1(9)	_
38-3	TO080	38	qualche	qualche	linguistic	none	_	_	_	_	_	_	_
38-4	TO080	38	mese,	mese	linguistic	none	Intonation=weakly_rising	End=74.896	_	_	_	_	_
39-0	TO071	39	e::	e	linguistic	none	_	Begin=74.933	0x2	_	_	_	_
39-1	TO071	39	zona	zona	linguistic	none	_	_	_	_	_	_	_
39-2	TO071	39	centro	centro	linguistic	none	_	_	_	_	_	_	_
39-3	TO071	39	dove?	dove	linguistic	none	Intonation=Rising	End=76.61	_	_	_	_	_
40-0	TO080	40	e:::	e	linguistic	none	_	Begin=77.324	0x3	_	_	_	_
40-1	TO080	40	zona	zona	linguistic	none	_	_	_	_	_	_	_
40-2	TO080	40	vanchiglia,	vanchiglia	linguistic	none	Intonation=weakly_rising	End=79.022	_	_	_	_	_
41-0	TO071	41	ah	ah	linguistic	none	_	Begin=79.197	_	_	_	_	BC[5]
41-1	TO071	41	okay,	okay	linguistic	none	Intonation=weakly_rising	End=79.79	_	_	_	_	BC[5]
42-0	TO071	42	cioè	cioè	linguistic	none	_	Begin=80.176	_	_	_	_	_
42-1	TO071	42	quindi	quindi	linguistic	none	_	_	_	_	_	_	_
42-2	TO071	42	viviamo	viviamo	linguistic	none	_	_	_	_	_	_	_
42-3	TO071	42	vicini	vicini	linguistic	none	_	_	_	_	_	_	_
42-4	TO071	42	[an]ch'	anch'	linguistic	none	SpaceAfter=No	_	_	_	_	0-2(10)	_
42-5	TO071	42	io	io	linguistic	none	_	_	_	_	_	_	_
42-6	TO071	42	sto	sto	linguistic	none	_	_	_	_	_	_	_
42-7	TO071	42	a::	a	linguistic	none	_	_	0x2	_	_	_	_
42-8	TO071	42	a	a	linguistic	none	_	_	_	_	_	_	_
42-9	TO071	42	vanchiglia	vanchiglia	linguistic	none	_	End=83.301	_	_	_	_	_
43-0	TO080	43	[sì]	sì	linguistic	none	_	Begin=81.269|End=81.549	_	_	_	0-2(10)	BC
44-0	TO071	44	cioè	cioè	linguistic	none	_	Begin=83.542	_	_	_	_	_
44-1	TO071	44	corso	corso	linguistic	none	_	_	_	_	_	_	_
44-2	TO071	44	belgio	belgio	linguistic	none	_	_	_	_	_	_	_
44-3	TO071	44	quelle	quelle	linguistic	none	_	_	_	_	_	_	_
44-4	TO071	44	par[ti	parti	linguistic	none	_	_	_	_	_	3-5(11)	_
44-5	TO071	44	lì]?	lì	linguistic	none	Intonation=Rising	End=85.06	_	_	_	0-2(11)	_
45-0	TO080	45	[no]	no	linguistic	none	_	Begin=84.74	_	_	_	0-2(11)	_
45-1	TO080	45	((nome_strada))	((nome_strada))	nonverbalbehavior	none	_	_	_	_	_	_	_
45-2	TO080	45	pro[prio],	proprio	linguistic	none	Intonation=weakly_rising	End=85.85	_	_	_	3-7(12)	_
46-0	TO071	46	[ah]	ah	linguistic	none	_	Begin=85.65	_	_	_	0-2(12)	BC
46-1	TO071	46	proprio	proprio	linguistic	none	_	_	_	_	_	_	_
46-2	TO071	46	via	via	linguistic	none	_	_	_	_	_	_	_
46-3	TO071	46	vanchiglia	vanchiglia	linguistic	none	_	_	_	_	_	_	_
46-4	TO071	46	vanchi[glia]	vanchiglia	linguistic	none	_	End=87.101	_	_	_	6-10(13)	_
47-0	TO080	47	[sì]	sì	linguistic	none	_	Begin=86.687|End=87.047	_	_	_	0-2(13)	BC
48-0	TO071	48	okay	okay	linguistic	none	_	Begin=87.215|End=87.826	_	_	_	_	BC
49-0	TO071	49	e::	e	linguistic	none	_	Begin=88.944	0x2	_	_	_	_
49-1	TO071	49	sentiamo	sentiamo	linguistic	none	_	_	_	_	_	_	_
49-2	TO071	49	quindi	quindi	linguistic	none	_	_	_	_	_	_	_
49-3	TO071	49	vivi	vivi	linguistic	none	_	_	_	_	_	_	_
49-4	TO071	49	sa	sa	linguistic	none	_	_	_	_	_	_	_
49-5	TO071	49	sola:,	sola	linguistic	none	Intonation=weakly_rising	End=91.526	3x1	_	_	_	_
50-0	TO071	50	ehm	ehm	linguistic	none	_	Begin=91.57|End=92.162	_	_	_	_	FP
51-0	TO071	51	vanchiglia,	vanchiglia	linguistic	none	Intonation=weakly_rising	Begin=92.251	_	_	_	_	_
51-1	TO071	51	ecco	ecco	linguistic	none	_	_	_	_	_	_	_
51-2	TO071	51	ti	ti	linguistic	none	_	_	_	_	_	_	_
51-3	TO071	51	voglio	voglio	linguistic	none	_	_	_	_	_	_	_
51-4	TO071	51	chiedere,	chiedere	linguistic	none	Intonation=weakly_rising	End=93.916	_	_	_	_	_
52-0	TO071	52	com'	com'	linguistic	none	SpaceAfter=No	Begin=94.64	_	_	_	_	_
52-1	TO071	52	è	è	linguistic	none	_	_	_	_	_	_	_
52-2	TO071	52	vanchiglia	vanchiglia	linguistic	none	_	_	_	_	_	_	_
52-3	TO071	52	cosa	cosa	linguistic	none	_	_	_	_	_	_	_
52-4	TO071	52	ne	ne	linguistic	none	_	_	_	_	_	_	_
52-5	TO071	52	pensi	pensi	linguistic	none	_	_	_	_	_	_	_
52-6	TO071	52	di	di	linguistic	none	_	_	_	_	_	_	_
52-7	TO071	52	vanchiglia?	vanchiglia	linguistic	none	Intonation=Rising	_	_	_	_	_	_
52-8	TO071	52	te	te	linguistic	none	_	_	_	_	_	_	_
52-9	TO071	52	lo	lo	linguistic	none	_	_	_	_	_	_	_
52-10	TO071	52	chiedo	chiedo	linguistic	none	_	_	_	_	_	_	_
52-11	TO071	52	perché	perché	linguistic	none	_	_	_	_	_	_	_
52-12	TO071	52	nei	nei	linguistic	none	_	_	_	_	_	_	_
52-13	TO071	52	diversi	diversi	linguistic	none	_	_	_	_	_	_	_
52-14	TO071	52	annunci	annunci	linguistic	none	_	_	_	_	_	_	_
52-15	TO071	52	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
52-16	TO071	52	[]	x	unknown	none	_	_	_	_	_	_	_
52-17	TO071	52	come	come	linguistic	none	_	_	_	_	_	_	_
52-18	TO071	52	dire	dire	linguistic	none	_	_	_	_	_	_	_
52-19	TO071	52	è	è	linguistic	none	_	_	_	_	_	_	_
52-20	TO071	52	una	una	linguistic	none	_	_	_	_	_	_	_
52-21	TO071	52	zona	zona	linguistic	none	_	_	_	_	_	_	_
52-22	TO071	52	parecchio	parecchio	linguistic	none	_	_	_	_	_	_	_
52-23	TO071	52	gettonata,	gettonata	linguistic	none	Intonation=weakly_rising	_	_	_	_	_	_
52-24	TO071	52	mo	mo	linguistic	none	_	_	_	_	_	_	_
52-25	TO071	52	non	non	linguistic	none	_	_	_	_	_	_	_
52-26	TO071	52	tanto	tanto	linguistic	none	_	_	_	_	_	_	_
52-27	TO071	52	via	via	linguistic	none	_	_	_	_	_	_	_
52-28	TO071	52	vanchiglia	vanchiglia	linguistic	none	_	_	_	_	_	_	_
52-29	TO071	52	quanto	quanto	linguistic	none	_	_	_	_	_	_	_
52-30	TO071	52	più	più	linguistic	none	_	_	_	_	_	_	_
52-31	TO071	52	che	che	linguistic	none	_	_	_	_	_	_	_
52-32	TO071	52	altro	altro	linguistic	none	_	_	_	_	_	_	_
52-33	TO071	52	zona	zona	linguistic	none	_	_	_	_	_	_	_
52-34	TO071	52	vanchiglia	vanchiglia	linguistic	none	_	_	_	_	_	_	_
52-35	TO071	52	vanchiglia,	vanchiglia	linguistic	none	Intonation=weakly_rising	End=104.35	_	_	_	_	_
53-0	TO080	53	[mh]	mh	linguistic	none	_	Begin=99.022|End=99.302	_	_	_	0-2(14)	BC
54-0	TO071	54	tu	tu	linguistic	none	_	Begin=105.213	_	_	_	_	_
54-1	TO071	54	invece	invece	linguistic	none	_	_	_	_	_	_	_
54-2	TO071	54	che	che	linguistic	none	_	_	_	_	_	_	_
54-3	TO071	54	ci	ci	linguistic	none	_	_	_	_	_	_	_
54-4	TO071	54	vivi	vivi	linguistic	none	_	_	_	_	_	_	_
54-5	TO071	54	che	che	linguistic	none	_	_	_	_	_	_	_
54-6	TO071	54	cosa	cosa	linguistic	none	_	_	_	_	_	_	_
54-7	TO071	54	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
54-8	TO071	54	te	te	linguistic	none	_	_	_	_	_	_	_
54-9	TO071	54	n'	n'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
54-10	TO071	54	è	è	linguistic	none	_	_	_	_	_	_	_
54-11	TO071	54	parso?	parso	linguistic	none	Intonation=Rising	End=107.839	_	_	_	_	_
55-0	TO080	55	allora	allora	linguistic	none	_	Begin=108.367	_	_	_	_	_
55-1	TO080	55	sì	sì	linguistic	none	_	_	_	_	_	_	_
55-2	TO080	55	è	è	linguistic	none	_	_	_	_	_	_	_
