token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
23-5	TOR006	23	fatto?	fatto	linguistic	none	Intonation=Rising	End=48.93	_	_	_	_	_
24-0	TOI033	24	io	io	linguistic	none	_	Begin=48.98	_	_	_	_	_
24-1	TOI033	24	ho	ho	linguistic	none	_	_	_	_	_	_	_
24-2	TOI033	24	frequentato:::	frequentato	linguistic	none	_	_	10x3	_	_	_	_
24-3	TOI033	24	istituto	istituto	linguistic	none	_	_	_	_	_	_	_
24-4	TOI033	24	vittone,	vittone	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_	_
24-5	TOI033	24	ho	ho	linguistic	none	_	_	_	_	_	_	_
24-6	TOI033	24	fatto	fatto	linguistic	none	_	_	_	_	_	_	_
24-7	TOI033	24	cinqu[e	cinque	linguistic	none	_	_	_	_	_	5-6(4)	_
24-8	TOI033	24	anni]	anni	linguistic	none	_	_	_	_	_	0-4(4)	_
24-9	TOI033	24	di	di	linguistic	none	_	_	_	_	_	_	_
24-10	TOI033	24	geometra,	geometra	linguistic	none	Intonation=WeaklyRising	End=52.57	_	_	_	_	_
25-0	TOR006	25	[okay],	okay	linguistic	none	Intonation=WeaklyRising	Begin=51.51|End=51.98	_	_	_	0-4(4)	BC
26-0	TOI033	26	[sono	sono	linguistic	none	_	Begin=52.91	_	_	_	0-4(5)	_
26-1	TOI033	26	uscito	uscito	linguistic	none	_	_	_	_	_	0-6(5)	_
26-2	TOI033	26	col	col	linguistic	none	_	_	_	_	_	0-3(5)	_
26-3	TOI033	26	di]ploma	diploma	linguistic	none	_	_	_	_	_	0-2(5)	_
26-4	TOI033	26	da	da	linguistic	none	_	_	_	_	_	_	_
26-5	TOI033	26	geometra,	geometra	linguistic	none	Intonation=WeaklyRising	End=54.67	_	_	_	_	_
27-0	TOR006	27	[okay]	okay	linguistic	none	_	Begin=52.91|End=53.63	_	_	_	0-4(5)	BC
28-0	TOR006	28	oka[y]	okay	linguistic	none	_	Begin=54.95|End=55.56	_	_	_	3-4(6)	BC
29-0	TOI033	29	[e]	e	linguistic	none	_	Begin=55.41	_	_	_	0-1(6)	_
29-1	TOI033	29	poi	poi	linguistic	none	_	_	_	_	_	_	_
29-2	TOI033	29	non	non	linguistic	none	_	_	_	_	_	_	_
29-3	TOI033	29	ho::	ho	linguistic	none	_	_	1x2	_	_	_	_
29-4	TOI033	29	poi	poi	linguistic	none	_	_	_	_	_	_	_
29-5	TOI033	29	non	non	linguistic	none	_	_	_	_	_	_	_
29-6	TOI033	29	ho	ho	linguistic	none	_	_	_	_	_	_	_
29-7	TOI033	29	continuat[o:::	continuato	linguistic	none	_	_	9x3	_	_	9-10(7)	_
29-8	TOI033	29	quegli	quegli	linguistic	none	_	_	_	_	_	0-6(7)	_
29-9	TOI033	29	s]tudi	studi	linguistic	none	_	End=58.35	_	_	_	0-1(7)	_
30-0	TOR006	30	[okay]	okay	linguistic	none	_	Begin=57.4|End=57.94	_	_	_	0-4(7)	BC
31-0	TOR006	31	e:::h	eh	linguistic	none	_	Begin=58.45	0x3	_	_	_	FP
31-1	TOR006	31	e	e	linguistic	none	_	_	_	_	_	_	_
31-2	TOR006	31	questo	questo	linguistic	none	_	_	_	_	_	_	_
31-3	TOR006	31	lavoro	lavoro	linguistic	none	_	_	_	_	_	_	_
31-4	TOR006	31	come::	come	linguistic	none	_	_	3x2	_	_	_	_
31-5	TOR006	31	hai	hai	linguistic	none	_	_	_	_	_	_	_
31-6	TOR006	31	fatto	fatto	linguistic	none	_	_	_	_	_	_	_
31-7	TOR006	31	a	a	linguistic	none	_	_	_	_	_	_	_
31-8	TOR006	31	trovarlo?	trovarlo	linguistic	none	Intonation=Rising	End=62.11	_	_	_	_	_
32-0	TOI033	32	praticamente	praticamente	linguistic	none	_	Begin=62.33	_	_	_	_	_
32-1	TOI033	32	la	la	linguistic	none	_	_	_	_	_	_	_
32-2	TOI033	32	carrozzeria	carrozzeria	linguistic	none	_	_	_	_	_	_	_
32-3	TOI033	32	è:::	è	linguistic	none	_	_	0x3	_	_	_	_
32-4	TOI033	32	di	di	linguistic	none	_	_	_	_	_	_	_
32-5	TOI033	32	mio	mio	linguistic	none	_	_	_	_	_	_	_
32-6	TOI033	32	zio,	zio	linguistic	none	Intonation=WeaklyRising	End=64.959	_	_	_	_	_
33-0	TOR006	33	okay,	okay	linguistic	none	Intonation=WeaklyRising	Begin=65.18|End=65.76	_	_	_	_	BC
34-0	TOI033	34	e	e	linguistic	none	_	Begin=65.78	_	_	_	_	_
34-1	TOI033	34	quindi	quindi	linguistic	none	_	_	_	_	_	_	_
34-2	TOI033	34	appena	appena	linguistic	none	_	_	_	_	_	_	_
34-3	TOI033	34	ho	ho	linguistic	none	_	_	_	_	_	_	_
34-4	TOI033	34	finito	finito	linguistic	none	_	_	_	_	_	_	_
34-5	TOI033	34	scuola	scuola	linguistic	none	_	_	_	_	_	_	_
34-6	TOI033	34	ho	ho	linguistic	none	_	_	_	_	_	_	_
34-7	TOI033	34	chiesto	chiesto	linguistic	none	_	_	_	_	_	_	_
34-8	TOI033	34	se	se	linguistic	none	_	_	_	_	_	_	_
34-9	TOI033	34	potevo	potevo	linguistic	none	_	_	_	_	_	_	_
34-10	TOI033	34	essere	essere	linguistic	none	_	_	_	_	_	_	_
34-11	TOI033	34	assunto,	assunto	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_	_
34-12	TOI033	34	e	e	linguistic	none	_	_	_	_	_	_	_
34-13	TOI033	34	ho	ho	linguistic	none	_	_	_	_	_	_	_
34-14	TOI033	34	iniziato	iniziato	linguistic	none	_	_	_	_	_	_	_
34-15	TOI033	34	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
34-16	TOI033	34	un	un	linguistic	none	_	_	_	_	_	_	_
34-17	TOI033	34	percorso	percorso	linguistic	none	_	_	_	_	_	_	_
34-18	TOI033	34	lavorativo:	lavorativo	linguistic	none	_	End=71.07	9x1	_	_	_	_
35-0	TOR006	35	okay	okay	linguistic	none	_	Begin=71.1|End=71.45	_	_	_	_	BC
36-0	TOI033	36	come	come	linguistic	none	_	Begin=71.73	_	_	_	_	_
36-1	TOI033	36	apprendista	apprendista	linguistic	none	_	End=72.535	_	_	_	_	_
37-0	TOR006	37	e	e	linguistic	none	_	Begin=72.86	_	_	_	_	_
37-1	TOR006	37	quindi	quindi	linguistic	none	ProsodicLink=Yes	_	_	_	_	_	_
37-2	TOR006	37	m::h	mh	linguistic	none	_	_	0x2	_	_	_	FP
37-3	TOR006	37	le	le	linguistic	none	_	_	_	_	_	_	_
37-4	TOR006	37	conoscenze	conoscenze	linguistic	none	_	_	_	_	_	_	_
37-5	TOR006	37	diciamo	diciamo	linguistic	none	_	_	_	_	_	_	_
37-6	TOR006	37	del	del	linguistic	none	_	_	_	_	_	_	_
37-7	TOR006	37	superiori	superiori	linguistic	none	_	_	_	_	_	_	_
37-8	TOR006	37	ti	ti	linguistic	none	_	_	_	_	_	_	_
37-9	TOR006	37	sono	sono	linguistic	none	_	_	_	_	_	_	_
37-10	TOR006	37	in	in	linguistic	none	_	_	_	_	_	_	_
37-11	TOR006	37	qualche	qualche	linguistic	none	_	_	_	_	_	_	_
37-12	TOR006	37	modo	modo	linguistic	none	_	_	_	_	_	_	_
37-13	TOR006	37	servite?	servite	linguistic	none	Intonation=Rising	End=79.01	_	_	_	_	_
38-0	TOI033	38	ma	ma	linguistic	none	_	Begin=80.02	_	_	_	_	_
38-1	TOI033	38	[eh	eh	linguistic	none	_	_	_	_	_	0-2(8)	FP
38-2	TOI033	38	diciamo:::]	diciamo	linguistic	none	_	End=81.63	6x3	_	_	0-7(8)	_
39-0	TOR006	39	[o:::	o	linguistic	none	_	Begin=80.19	0x3	_	_	0-1(8)	_
39-1	TOR006	39	oppure:::]	oppure	linguistic	none	_	End=81.57	5x3	_	_	0-6(8)	_
40-0	TOI033	40	nell'	nell'	linguistic	none	SpaceAfter=No	Begin=81.84	_	_	_	_	_
40-1	TOI033	40	ambito	ambito	linguistic	none	_	_	_	_	_	_	_
40-2	TOI033	40	lavorativo	lavorativo	linguistic	none	_	_	_	_	_	_	_
40-3	TOI033	40	no.	no	linguistic	none	Intonation=Falling	End=83.36	_	_	_	_	_
41-0	TOI033	41	n[el	nel	linguistic	none	_	Begin=83.42	_	_	_	1-3(9)	_
41-1	TOI033	41	senso]	senso	linguistic	none	_	_	_	_	_	0-5(9)	_
41-2	TOI033	41	che	che	linguistic	none	_	_	_	_	_	_	_
41-3	TOI033	41	ho	ho	linguistic	none	_	_	_	_	_	_	_
41-4	TOI033	41	com~	com~	linguistic	none	Interrupted=Yes	_	_	_	_	_	_
41-5	TOI033	41	completamente	completamente	linguistic	none	_	_	_	_	_	_	_
41-6	TOI033	41	cambiato	cambiato	linguistic	none	_	_	_	_	_	_	_
41-7	TOI033	41	ramo	ramo	linguistic	none	_	_	_	_	_	_	_
41-8	TOI033	41	[rispett]o	rispetto	linguistic	none	_	_	_	_	_	0-7(10)	_
41-9	TOI033	41	a	a	linguistic	none	_	_	_	_	_	_	_
41-10	TOI033	41	quello	quello	linguistic	none	_	_	_	_	_	_	_
41-11	TOI033	41	che	che	linguistic	none	_	_	_	_	_	_	_
41-12	TOI033	41	avevo	avevo	linguistic	none	_	_	_	_	_	_	_
41-13	TOI033	41	studiato	studiato	linguistic	none	_	End=87.26	_	_	_	_	_
42-0	TOR006	42	[mhmh]	mhmh	linguistic	none	_	Begin=83.512|End=83.939	_	_	_	0-4(9)	BC
43-0	TOR006	43	[mhmh]	mhmh	linguistic	none	_	Begin=85.78|End=86.039	_	_	_	0-4(10)	BC
44-0	TOI033	44	durante	durante	linguistic	none	_	Begin=88.05	_	_	_	_	_
44-1	TOI033	44	la	la	linguistic	none	_	_	_	_	_	_	_
44-2	TOI033	44	scuola	scuola	linguistic	none	_	_	_	_	_	_	_
44-3	TOI033	44	ho	ho	linguistic	none	_	_	_	_	_	_	_
44-4	TOI033	44	fatto	fatto	linguistic	none	_	_	_	_	_	_	_
44-5	TOI033	44	anche	anche	linguistic	none	_	_	_	_	_	_	_
44-6	TOI033	44	degli	degli	linguistic	none	_	_	_	_	_	_	_
44-7	TOI033	44	stage	stage	linguistic	none	_	End=90.74	_	_	_	_	_
45-0	TOR006	45	mh[mh]	mhmh	linguistic	none	_	Begin=90.832|End=91.131	_	_	_	2-4(11)	BC
46-0	TOI033	46	[a	a	linguistic	none	_	Begin=90.89	_	_	_	0-1(11)	_
46-1	TOI033	46	live]llo	livello	linguistic	none	_	_	_	_	_	0-4(11)	_
46-2	TOI033	46	di	di	linguistic	none	_	_	_	_	_	_	_
46-3	TOI033	46	geometra,	geometra	linguistic	none	Intonation=WeaklyRising	End=92.09	_	_	_	_	_
47-0	TOI033	47	sono	sono	linguistic	none	_	Begin=92.37	_	_	_	_	_
47-1	TOI033	47	andato	andato	linguistic	none	_	_	_	_	_	_	_
47-2	TOI033	47	a	a	linguistic	none	_	_	_	_	_	_	_
47-3	TOI033	47	lavorare	lavorare	linguistic	none	_	_	_	_	_	_	_
47-4	TOI033	47	anche	anche	linguistic	none	_	_	_	_	_	_	_
47-5	TOI033	47	presso	presso	linguistic	none	_	_	_	_	_	_	_
47-6	TOI033	47	(di)	di	linguistic	none	_	_	_	_	0-2(0)	_	_
47-7	TOI033	47	studi,	studi	linguistic	none	Intonation=WeaklyRising	End=94.33	_	_	_	_	_
48-0	TOI033	48	m[a:::]	ma	linguistic	none	_	Begin=94.4	1x3	_	_	1-2(12)	_
48-1	TOI033	48	per	per	linguistic	none	_	_	_	_	_	_	_
48-2	TOI033	48	mia	mia	linguistic	none	_	_	_	_	_	_	_
48-3	TOI033	48	scelta	scelta	linguistic	none	_	_	_	_	_	_	_
48-4	TOI033	48	non	non	linguistic	none	_	_	_	_	_	_	_
48-5	TOI033	48	ho	ho	linguistic	none	_	_	_	_	_	_	_
48-6	TOI033	48	voluto	voluto	linguistic	none	_	_	_	_	_	_	_
48-7	TOI033	48	proseguire	proseguire	linguistic	none	_	End=97.07	_	_	_	_	_
49-0	TOR006	49	[mhmh]	mhmh	linguistic	none	_	Begin=94.57|End=94.93	_	_	_	0-4(12)	BC
50-0	TOR006	50	okay	okay	linguistic	none	_	Begin=97.17|End=97.73	_	_	_	_	BC
51-0	TOI033	51	e	e	linguistic	none	_	Begin=97.79	_	_	_	_	_
51-1	TOI033	51	quindi	quindi	linguistic	none	_	_	_	_	_	_	_
51-2	TOI033	51	ho	ho	linguistic	none	_	_	_	_	_	_	_
51-3	TOI033	51	cambiato	cambiato	linguistic	none	_	_	_	_	_	_	_
51-4	TOI033	51	completamente	completamente	linguistic	none	_	_	_	_	_	_	_
51-5	TOI033	51	ramo	ramo	linguistic	none	_	End=99.33	_	_	_	_	_
52-0	TOR006	52	okay	okay	linguistic	none	_	Begin=99.37	_	_	_	_	BC
52-1	TOR006	52	e	e	linguistic	none	_	_	_	_	_	_	_
52-2	TOR006	52	questo:::	questo	linguistic	none	_	_	5x3	_	_	_	_
52-3	TOR006	52	c(io)è	cioè	linguistic	none	_	_	_	_	1-3(0)	_	_
52-4	TOR006	52	il	il	linguistic	none	_	_	_	_	_	_	_
52-5	TOR006	52	lavoro	lavoro	linguistic	none	_	_	_	_	_	_	_
52-6	TOR006	52	che	che	linguistic	none	_	_	_	_	_	_	_
52-7	TOR006	52	fai	fai	linguistic	none	_	_	_	_	_	_	_
52-8	TOR006	52	ti	ti	linguistic	none	_	_	_	_	_	_	_
52-9	TOR006	52	piace	piace	linguistic	none	_	End=102.27	_	_	_	_	_
53-0	TOI033	53	sì	sì	linguistic	none	_	Begin=102.31	_	_	_	_	_
53-1	TOI033	53	assolutamente	assolutamente	linguistic	none	_	End=103.2	_	_	_	_	_
54-0	TOR006	54	cosa:::	cosa	linguistic	none	_	Begin=103.24	3x3	_	_	_	_
54-1	TOR006	54	c(io)è	cioè	linguistic	none	_	_	_	_	1-3(0)	_	_
54-2	TOR006	54	qual	qual	linguistic	none	_	_	_	_	_	_	_
54-3	TOR006	54	è	è	linguistic	none	_	_	_	_	_	_	_
54-4	TOR006	54	la	la	linguistic	none	_	_	_	_	_	_	_
54-5	TOR006	54	cosa	cosa	linguistic	none	_	_	_	_	_	_	_
54-6	TOR006	54	che::	che	linguistic	none	_	_	2x2	_	_	_	_
54-7	TOR006	54	ti	ti	linguistic	none	_	_	_	_	_	_	_
54-8	TOR006	54	piace	piace	linguistic	none	_	_	_	_	_	_	_
54-9	TOR006	54	di	di	linguistic	none	_	_	_	_	_	_	_
54-10	TOR006	54	più?	più	linguistic	none	Intonation=Rising	End=106.06	_	_	_	_	_
55-0	TOI033	55	beh	beh	linguistic	none	_	Begin=106.44	_	_	_	_	_
55-1	TOI033	55	anzittutto:	anzittutto	linguistic	none	_	_	9x1	_	_	_	_
55-2	TOI033	55	diciamo	diciamo	linguistic	none	_	_	_	_	_	_	_
55-3	TOI033	55	la	la	linguistic	none	_	_	_	_	_	_	_
55-4	TOI033	55	possibilità	possibilità	linguistic	none	_	_	_	_	_	_	_
55-5	TOI033	55	di	di	linguistic	none	_	_	_	_	_	_	_
55-6	TOI033	55	avere	avere	linguistic	none	_	_	_	_	_	_	_
55-7	TOI033	55	un	un	linguistic	none	ProsodicLink=Yes	_	_	_	_	_	_
55-8	TOI033	55	e:::h	eh	linguistic	none	_	_	0x3	_	_	_	FP
55-9	TOI033	55	una	una	linguistic	none	_	_	_	_	_	_	_
55-10	TOI033	55	crescita:	crescita	linguistic	none	_	_	7x1	_	_	_	_
55-11	TOI033	55	[persona]le,	personale	linguistic	none	Intonation=WeaklyRising	_	_	_	_	0-7(13)	_
55-12	TOI033	55	nel	nel	linguistic	none	_	_	_	_	_	_	_
55-13	TOI033	55	senso	senso	linguistic	none	_	_	_	_	_	_	_
55-14	TOI033	55	mi	mi	linguistic	none	_	_	_	_	_	_	_
55-15	TOI033	55	piacerebbe	piacerebbe	linguistic	none	_	_	_	_	_	_	_
55-16	TOI033	55	riuscire	riuscire	linguistic	none	_	_	_	_	_	_	_
55-17	TOI033	55	portare	portare	linguistic	none	_	_	_	_	_	_	_
55-18	TOI033	55	avanti	avanti	linguistic	none	_	End=114.64	_	_	_	_	_
56-0	TOR006	56	[°mhmh°]	mhmh	linguistic	none	Volume=Low	Begin=111.86|End=112.37	_	_	_	0-4(13)	BC
57-0	TOI033	57	un	un	linguistic	none	_	Begin=115.27	_	_	_	_	_
57-1	TOI033	57	qualcosa	qualcosa	linguistic	none	_	_	_	_	_	_	_
57-2	TOI033	57	sia	sia	linguistic	none	_	_	_	_	_	_	_
57-3	TOI033	57	a	a	linguistic	none	_	_	_	_	_	_	_
57-4	TOI033	57	livello	livello	linguistic	none	_	_	_	_	_	_	_
57-5	TOI033	57	di	di	linguistic	none	_	_	_	_	_	_	_
57-6	TOI033	57	carrozzeria	carrozzeria	linguistic	none	_	_	_	_	_	_	_
57-7	TOI033	57	ma	ma	linguistic	none	_	_	_	_	_	_	_
57-8	TOI033	57	anche	anche	linguistic	none	_	_	_	_	_	_	_
57-9	TOI033	57	di	di	linguistic	none	_	_	_	_	_	_	_
57-10	TOI033	57	riuscire	riuscire	linguistic	none	_	_	_	_	_	_	_
57-11	TOI033	57	ad	ad	linguistic	none	_	_	_	_	_	_	_
57-12	TOI033	57	arrivare	arrivare	linguistic	none	_	_	_	_	_	_	_
57-13	TOI033	57	a	a	linguistic	none	_	_	_	_	_	_	_
57-14	TOI033	57	un	un	linguistic	none	_	_	_	_	_	_	_
57-15	TOI033	57	punto	punto	linguistic	none	_	_	_	_	_	_	_
57-16	TOI033	57	da:	da	linguistic	none	_	_	1x1	_	_	_	_
57-17	TOI033	57	dove	dove	linguistic	none	_	_	_	_	_	_	_
57-18	TOI033	57	poter	poter	linguistic	none	_	_	_	_	_	_	_
57-19	TOI033	57	gestire	gestire	linguistic	none	_	End=120.97	_	_	_	_	_
58-0	TOI033	58	quello	quello	linguistic	none	_	Begin=121.81	_	_	_	_	_
58-1	TOI033	58	che:::	che	linguistic	none	_	_	2x3	_	_	_	_
58-2	TOI033	58	che	che	linguistic	none	_	_	_	_	_	_	_
58-3	TOI033	58	svolgo::	svolgo	linguistic	none	_	_	5x2	_	_	_	_
58-4	TOI033	58	[all'	all'	linguistic	none	SpaceAfter=No	_	_	_	_	0-4(14)	_
58-5	TOI033	58	interno]	interno	linguistic	none	_	_	_	_	_	0-7(14)	_
