token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
8-0	TOR001	8	in	in	linguistic	none	_	Begin=13.31	_	_	_	_	_
8-1	TOR001	8	generale,	generale	linguistic	none	Intonation=WeaklyRising	End=14.19	_	_	_	_	_
9-0	TOI048	9	ma:h	mah	linguistic	none	_	Begin=14.321	1x1	_	_	_	_
9-1	TOI048	9	abbastanza	abbastanza	linguistic	none	_	_	_	_	_	_	_
9-2	TOI048	9	be:ne	bene	linguistic	none	_	End=16.02	1x1	_	_	_	_
10-0	TOR001	10	okay:	okay	linguistic	none	_	Begin=16.05	3x1	_	_	_	BC
10-1	TOR001	10	è	è	linguistic	none	_	_	_	_	_	_	_
10-2	TOR001	10	un	un	linguistic	none	_	_	_	_	_	_	_
10-3	TOR001	10	posto	posto	linguistic	none	_	_	_	_	_	_	_
10-4	TOR001	10	che	che	linguistic	none	_	_	_	_	_	_	_
10-5	TOR001	10	ti	ti	linguistic	none	_	_	_	_	_	_	_
10-6	TOR001	10	piace?	piace	linguistic	none	Intonation=Rising	End=17.395	_	_	_	_	_
11-0	TOI048	11	sì	sì	linguistic	none	_	Begin=17.709	_	_	_	_	_
11-1	TOI048	11	mi	mi	linguistic	none	_	_	_	_	_	_	_
11-2	TOI048	11	piace	piace	linguistic	none	_	_	_	_	_	_	_
11-3	TOI048	11	molto	molto	linguistic	none	_	_	_	_	_	_	_
11-4	TOI048	11	per	per	linguistic	none	_	_	_	_	_	_	_
11-5	TOI048	11	la	la	linguistic	none	_	_	_	_	_	_	_
11-6	TOI048	11	posizione	posizione	linguistic	none	_	End=19.802	_	_	_	_	_
12-0	TOI048	12	un	un	linguistic	none	_	Begin=20.19	_	_	_	_	_
12-1	TOI048	12	po'	po'	linguistic	none	_	_	_	_	_	_	_
12-2	TOI048	12	meno	meno	linguistic	none	_	_	_	_	_	_	_
12-3	TOI048	12	per	per	linguistic	none	_	_	_	_	_	_	_
12-4	TOI048	12	i	i	linguistic	none	_	_	_	_	_	_	_
12-5	TOI048	12	servizi	servizi	linguistic	none	_	End=21.703	_	_	_	_	_
13-0	TOR001	13	okay	okay	linguistic	none	_	Begin=22.12	_	_	_	_	BC
13-1	TOR001	13	cioè?	cioè	linguistic	none	Intonation=Rising	End=22.943	_	_	_	_	_
14-0	TOI048	14	nel	nel	linguistic	none	_	Begin=23.05	_	_	_	_	_
14-1	TOI048	14	senso	senso	linguistic	none	_	_	_	_	_	_	_
14-2	TOI048	14	che:	che	linguistic	none	_	_	2x1	_	_	_	_
14-3	TOI048	14	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
14-4	TOI048	14	non	non	linguistic	none	_	_	_	_	_	_	_
14-5	TOI048	14	non	non	linguistic	none	_	_	_	_	_	_	_
14-6	TOI048	14	ci	ci	linguistic	none	_	_	_	_	_	_	_
14-7	TOI048	14	sono	sono	linguistic	none	_	_	_	_	_	_	_
14-8	TOI048	14	servizi	servizi	linguistic	none	_	_	_	_	_	_	_
14-9	TOI048	14	c(io)è	cioè	linguistic	none	_	_	_	_	1-3(0)	_	_
14-10	TOI048	14	ci	ci	linguistic	none	_	_	_	_	_	_	_
14-11	TOI048	14	sono	sono	linguistic	none	_	_	_	_	_	_	_
14-12	TOI048	14	gli	gli	linguistic	none	_	_	_	_	_	_	_
14-13	TOI048	14	autobus	autobus	linguistic	none	_	_	_	_	_	_	_
14-14	TOI048	14	che	che	linguistic	none	_	_	_	_	_	_	_
14-15	TOI048	14	passano	passano	linguistic	none	_	_	_	_	_	_	_
14-16	TOI048	14	((ride))	((ride))	nonverbalbehavior	none	_	End=28.48	_	_	_	_	_
15-0	TOR001	15	((ride))	((ride))	nonverbalbehavior	none	_	Begin=27.049|End=28.482	_	_	_	_	_
16-0	TOI048	16	passano	passano	linguistic	none	_	Begin=29.099	_	_	_	_	_
16-1	TOI048	16	gli	gli	linguistic	none	_	_	_	_	_	_	_
16-2	TOI048	16	autobus	autobus	linguistic	none	_	_	_	_	_	_	_
16-3	TOI048	16	passa	passa	linguistic	none	_	_	_	_	_	_	_
16-4	TOI048	16	il	il	linguistic	none	_	_	_	_	_	_	_
16-5	TOI048	16	diciotto	diciotto	linguistic	none	_	_	_	_	_	_	_
16-6	TOI048	16	ma	ma	linguistic	none	_	_	_	_	_	_	_
16-7	TOI048	16	non	non	linguistic	none	_	_	_	_	_	_	_
16-8	TOI048	16	ci	ci	linguistic	none	_	_	_	_	_	_	_
16-9	TOI048	16	sono	sono	linguistic	none	_	_	_	_	_	_	_
16-10	TOI048	16	panettieri,	panettieri	linguistic	none	Intonation=WeaklyRising	End=32.381	_	_	_	_	_
17-0	TOI048	17	non	non	linguistic	none	_	Begin=32.509	_	_	_	_	_
17-1	TOI048	17	ci	ci	linguistic	none	_	_	_	_	_	_	_
17-2	TOI048	17	sono	sono	linguistic	none	_	_	_	_	_	_	_
17-3	TOI048	17	negozietti,	negozietti	linguistic	none	Intonation=WeaklyRising	End=34.106	_	_	_	_	_
18-0	TOI048	18	macellerie,	macellerie	linguistic	none	Intonation=WeaklyRising	Begin=34.12	_	_	_	_	_
18-1	TOI048	18	nulla	nulla	linguistic	none	_	End=35.205	_	_	_	_	_
19-0	TOR001	19	[davvero:]?	davvero	linguistic	none	Intonation=Rising	Begin=35.411|End=35.972	6x1	_	_	0-7(0)	_
20-0	TOI048	20	[ci	ci	linguistic	none	_	Begin=35.43	_	_	_	0-2(0)	_
20-1	TOI048	20	sono]	sono	linguistic	none	_	End=35.964	_	_	_	0-4(0)	_
21-0	TOI048	21	sì.	sì	linguistic	none	Intonation=Falling	Begin=36.014	_	_	_	_	_
21-1	TOI048	21	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
21-2	TOI048	21	è	è	linguistic	none	_	_	_	_	_	_	_
21-3	TOI048	21	un	un	linguistic	none	_	_	_	_	_	_	_
21-4	TOI048	21	lidl	lidl	linguistic	none	_	_	_	_	_	_	_
21-5	TOI048	21	enorme:	enorme	linguistic	none	_	End=37.617	5x1	_	_	_	_
22-0	TOI048	22	ovviamente:	ovviamente	linguistic	none	_	Begin=38.044	9x1	_	_	_	_
22-1	TOI048	22	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
22-2	TOI048	22	e:	e	linguistic	none	_	_	0x1	_	_	_	_
22-3	TOI048	22	un	un	linguistic	none	_	_	_	_	_	_	_
22-4	TOI048	22	po'	po'	linguistic	none	_	_	_	_	_	_	_
22-5	TOI048	22	più	più	linguistic	none	_	_	_	_	_	_	_
22-6	TOI048	22	lontano	lontano	linguistic	none	_	End=41.276	_	_	_	_	_
23-0	TOI048	23	e	e	linguistic	none	_	Begin=41.282	_	_	_	_	_
23-1	TOI048	23	un	un	linguistic	none	_	_	_	_	_	_	_
23-2	TOI048	23	iperbasco	iperbasco	linguistic	none	_	_	_	_	_	_	_
23-3	TOI048	23	ci	ci	linguistic	none	_	_	_	_	_	_	_
23-4	TOI048	23	sono	sono	linguistic	none	_	_	_	_	_	_	_
23-5	TOI048	23	questi	questi	linguistic	none	_	_	_	_	_	_	_
23-6	TOI048	23	due	due	linguistic	none	_	_	_	_	_	_	_
23-7	TOI048	23	[grandi:]	grandi	linguistic	none	_	_	5x1	_	_	0-6(?)	_
23-8	TOI048	23	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
23-9	TOI048	23	eh	eh	linguistic	none	_	_	_	_	_	_	FP
23-10	TOI048	23	supermercati:	supermercati	linguistic	none	_	End=44.801	11x1	_	_	_	_
24-0	TOI048	24	ma	ma	linguistic	none	_	Begin=45.219	_	_	_	_	_
24-1	TOI048	24	non	non	linguistic	none	_	_	_	_	_	_	_
24-2	TOI048	24	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
24-3	TOI048	24	è	è	linguistic	none	_	_	_	_	_	_	_
24-4	TOI048	24	nient'	nient'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
24-5	TOI048	24	altro	altro	linguistic	none	_	End=46.69	_	_	_	_	_
25-0	TOR001	25	mh	mh	linguistic	none	_	Begin=46.69	_	_	_	_	BC[1]
25-1	TOR001	25	mh	mh	linguistic	none	_	End=47.22	_	_	_	_	BC[1]
26-0	TOR001	26	il	il	linguistic	none	_	Begin=47.798	_	_	_	_	_
26-1	TOR001	26	lidl	lidl	linguistic	none	_	_	_	_	_	_	_
26-2	TOR001	26	è	è	linguistic	none	_	_	_	_	_	_	_
26-3	TOR001	26	quello	quello	linguistic	none	_	_	_	_	_	_	_
26-4	TOR001	26	in	in	linguistic	none	_	_	_	_	_	_	_
26-5	TOR001	26	via	via	linguistic	none	_	_	_	_	_	_	_
26-6	TOR001	26	aosta	aosta	linguistic	none	_	_	_	_	_	_	_
26-7	TOR001	26	vero?	vero	linguistic	none	Intonation=Rising	End=49.648	_	_	_	_	_
27-0	TOI048	27	no.	no	linguistic	none	Intonation=Falling	Begin=49.59	_	_	_	_	_
27-1	TOI048	27	io	io	linguistic	none	_	_	_	_	_	_	_
27-2	TOI048	27	in	in	linguistic	none	_	_	_	_	_	_	_
27-3	TOI048	27	realtá	realtá	linguistic	none	_	_	_	_	_	_	_
27-4	TOI048	27	sono:	sono	linguistic	none	_	_	3x1	_	_	_	_
27-5	TOI048	27	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
27-6	TOI048	27	su	su	linguistic	none	_	_	_	_	_	_	_
27-7	TOI048	27	via	via	linguistic	none	_	_	_	_	_	_	_
27-8	TOI048	27	@nomeluogo	@nomeluogo	anonymized	none	_	_	_	_	_	_	_
27-9	TOI048	27	[quindi	quindi	linguistic	none	_	_	_	_	_	0-6(1)	_
27-10	TOI048	27	è]	è	linguistic	none	_	End=54.198	_	_	_	0-1(1)	_
28-0	TOR001	28	[okay]	okay	linguistic	none	_	Begin=53.353|End=54.191	_	_	_	0-4(2)	BC
29-0	TOI048	29	[aurora	aurora	linguistic	none	_	Begin=54.42	_	_	_	0-6(3)	_
29-1	TOI048	29	che	che	linguistic	none	_	_	_	_	_	0-3(3)	_
29-2	TOI048	29	sta	sta	linguistic	none	_	_	_	_	_	0-3(3)	_
29-3	TOI048	29	diventando	diventando	linguistic	none	_	_	_	_	_	0-10(3)	_
29-4	TOI048	29	barriera]	barriera	linguistic	none	_	_	_	_	_	0-8(3)	_
29-5	TOI048	29	c(io)è	cioè	linguistic	none	_	_	_	_	1-3(0)	_	_
29-6	TOI048	29	sono	sono	linguistic	none	_	_	_	_	_	_	_
29-7	TOI048	29	proprio	proprio	linguistic	none	_	_	_	_	_	_	_
29-8	TOI048	29	a	a	linguistic	none	_	_	_	_	_	_	_
29-9	TOI048	29	metà	metà	linguistic	none	_	_	_	_	_	_	_
29-10	TOI048	29	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
29-11	TOI048	29	eh	eh	linguistic	none	_	End=58.106	_	_	_	_	_
30-0	TOR001	30	[xxxx	x	unknown	none	_	Begin=54.497	_	_	_	0-4(3)	_
30-1	TOR001	30	da	da	linguistic	none	_	_	_	_	_	0-2(3)	_
30-2	TOR001	30	un'	un'	linguistic	none	SpaceAfter=No	_	_	_	_	0-3(3)	_
30-3	TOR001	30	altra	altra	linguistic	none	_	_	_	_	_	0-5(3)	_
30-4	TOR001	30	parte	parte	linguistic	none	_	_	_	_	_	0-5(3)	_
30-5	TOR001	30	okay]	okay	linguistic	none	_	End=56.72	_	_	_	0-4(3)	_
31-0	TOR001	31	okay	okay	linguistic	none	_	Begin=58.66	_	_	_	_	BC[2]
31-1	TOR001	31	d'	d'	linguistic	none	SpaceAfter=No	_	_	_	_	_	BC[2]
31-2	TOR001	31	accordo	accordo	linguistic	none	_	End=59.89	_	_	_	_	BC[2]
32-0	TOI048	32	e	e	linguistic	none	_	Begin=59.94	_	_	_	_	_
32-1	TOI048	32	lì	lì	linguistic	none	_	_	_	_	_	_	_
32-2	TOI048	32	è	è	linguistic	none	_	_	_	_	_	_	_
32-3	TOI048	32	proprio	proprio	linguistic	none	_	_	_	_	_	_	_
32-4	TOI048	32	abbastanza	abbastanza	linguistic	none	_	_	_	_	_	_	_
32-5	TOI048	32	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
32-6	TOI048	32	insomma	insomma	linguistic	none	_	_	_	_	_	_	_
32-7	TOI048	32	così.	così	linguistic	none	Intonation=Falling	End=63.003	_	_	_	_	_
33-0	TOR001	33	e	e	linguistic	none	_	Begin=63.003	_	_	_	_	_
33-1	TOR001	33	quindi,	quindi	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_	_
33-2	TOR001	33	eh	eh	linguistic	none	_	_	_	_	_	_	FP
33-3	TOR001	33	ma,	ma	linguistic	none	Intonation=WeaklyRising	End=64.26	_	_	_	_	_
34-0	TOR001	34	e:	e	linguistic	none	_	Begin=64.569	0x1	_	_	_	_
34-1	TOR001	34	oltre	oltre	linguistic	none	_	_	_	_	_	_	_
34-2	TOR001	34	che	che	linguistic	none	_	_	_	_	_	_	_
34-3	TOR001	34	per	per	linguistic	none	_	_	_	_	_	_	_
34-4	TOR001	34	far	far	linguistic	none	_	_	_	_	_	_	_
34-5	TOR001	34	la	la	linguistic	none	_	_	_	_	_	_	_
34-6	TOR001	34	spesa:,	spesa	linguistic	none	Intonation=WeaklyRising	End=66.652	4x1	_	_	_	_
35-0	TOR001	35	altri	altri	linguistic	none	_	Begin=66.656	_	_	_	_	_
35-1	TOR001	35	tipi	tipi	linguistic	none	_	_	_	_	_	_	_
35-2	TOR001	35	di:	di	linguistic	none	_	End=67.333	1x1	_	_	_	_
36-0	TOR001	36	e:h	eh	linguistic	none	_	Begin=68.615	0x1	_	_	_	FP
36-1	TOR001	36	servizi	servizi	linguistic	none	_	_	_	_	_	_	_
36-2	TOR001	36	c(io)è	cioè	linguistic	none	_	_	_	_	1-3(0)	_	_
36-3	TOR001	36	posti	posti	linguistic	none	_	_	_	_	_	_	_
36-4	TOR001	36	da	da	linguistic	none	_	_	_	_	_	_	_
36-5	TOR001	36	frequentare	frequentare	linguistic	none	_	_	_	_	_	_	_
36-6	TOR001	36	la	la	linguistic	none	_	_	_	_	_	_	_
36-7	TOR001	36	[sera:]	sera	linguistic	none	_	End=71.695	3x1	_	_	0-4(4)	_
37-0	TOI048	37	[no].	no	linguistic	none	Intonation=Falling	Begin=71.503	_	_	_	0-2(4)	_
37-1	TOI048	37	non	non	linguistic	none	_	_	_	_	_	_	_
37-2	TOI048	37	ci	ci	linguistic	none	_	_	_	_	_	_	_
37-3	TOI048	37	sono	sono	linguistic	none	_	_	_	_	_	_	_
37-4	TOI048	37	non	non	linguistic	none	_	_	_	_	_	_	_
37-5	TOI048	37	ci	ci	linguistic	none	_	_	_	_	_	_	_
37-6	TOI048	37	sono	sono	linguistic	none	_	End=72.932	_	_	_	_	_
38-0	TOI048	38	piccoli	piccoli	linguistic	none	_	Begin=73.61	_	_	_	_	_
38-1	TOI048	38	locali,	locali	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_	_
38-2	TOI048	38	non	non	linguistic	none	_	_	_	_	_	_	_
38-3	TOI048	38	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
38-4	TOI048	38	è	è	linguistic	none	_	_	_	_	_	_	_
38-5	TOI048	38	nulla.	nulla	linguistic	none	Intonation=Falling	End=75.433	_	_	_	_	_
39-0	TOI048	39	((ride))	((ride))	nonverbalbehavior	none	_	Begin=75.433	_	_	_	_	_
39-1	TOI048	39	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
39-2	TOI048	39	vabbe	vabbe	linguistic	none	_	_	_	_	_	_	_
39-3	TOI048	39	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
39-4	TOI048	39	è	è	linguistic	none	_	_	_	_	_	_	_
39-5	TOI048	39	una	una	linguistic	none	_	_	_	_	_	_	_
39-6	TOI048	39	pizzeria	pizzeria	linguistic	none	_	_	_	_	_	_	_
39-7	TOI048	39	terrificante	terrificante	linguistic	none	_	End=78.907	_	_	_	_	_
40-0	TOI048	40	che	che	linguistic	none	_	Begin=78.936	_	_	_	_	_
40-1	TOI048	40	dà	dà	linguistic	none	_	_	_	_	_	_	_
40-2	TOI048	40	su	su	linguistic	none	_	_	_	_	_	_	_
40-3	TOI048	40	un	un	linguistic	none	_	_	_	_	_	_	_
40-4	TOI048	40	parchetto	parchetto	linguistic	none	_	_	_	_	_	_	_
40-5	TOI048	40	altrettanto	altrettanto	linguistic	none	_	_	_	_	_	_	_
40-6	TOI048	40	terrificante	terrificante	linguistic	none	_	_	_	_	_	_	_
40-7	TOI048	40	a	a	linguistic	none	_	_	_	_	_	_	_
40-8	TOI048	40	questa	questa	linguistic	none	_	_	_	_	_	_	_
40-9	TOI048	40	pizzeria	pizzeria	linguistic	none	_	_	_	_	_	_	_
40-10	TOI048	40	veremente:	veremente	linguistic	none	_	_	8x1	_	_	_	_
40-11	TOI048	40	e:h	eh	linguistic	none	_	_	0x1	_	_	_	FP
40-12	TOI048	40	è	è	linguistic	none	_	_	_	_	_	_	_
40-13	TOI048	40	un	un	linguistic	none	_	_	_	_	_	_	_
40-14	TOI048	40	luogo	luogo	linguistic	none	_	End=85.397	_	_	_	_	_
41-0	TOI048	41	bo	bo	linguistic	none	_	Begin=85.411	_	_	_	_	_
41-1	TOI048	41	che	che	linguistic	none	_	_	_	_	_	_	_
41-2	TOI048	41	mi	mi	linguistic	none	_	_	_	_	_	_	_
41-3	TOI048	41	lascia	lascia	linguistic	none	_	End=86.219	_	_	_	_	_
42-0	TOR001	42	((ride))	((ride))	nonverbalbehavior	none	_	Begin=85.79|End=86.44	_	_	_	_	_
43-0	TOI048	43	un	un	linguistic	none	_	Begin=86.326	_	_	_	_	_
43-1	TOI048	43	po'	po'	linguistic	none	_	_	_	_	_	_	_
43-2	TOI048	43	sospetta	sospetta	linguistic	none	_	_	_	_	_	_	_
43-3	TOI048	43	meglio:	meglio	linguistic	none	_	_	5x1	_	_	_	_
43-4	TOI048	43	non	non	linguistic	none	_	End=87.971	_	_	_	_	_
44-0	TOI048	44	non	non	linguistic	none	_	Begin=88.0	_	_	_	_	_
44-1	TOI048	44	[andare]	andare	linguistic	none	_	_	_	_	_	0-6(5)	_
44-2	TOI048	44	a	a	linguistic	none	_	_	_	_	_	_	_
44-3	TOI048	44	fondo	fondo	linguistic	none	_	_	_	_	_	_	_
44-4	TOI048	44	okay?	okay	linguistic	none	Intonation=Rising	End=89.567	_	_	_	_	_
45-0	TOR001	45	[okay]	okay	linguistic	none	_	Begin=88.198	_	_	_	0-4(5)	BC
45-1	TOR001	45	((ride))	((ride))	nonverbalbehavior	none	_	End=89.347	_	_	_	_	_
46-0	TOI048	46	no	no	linguistic	none	_	Begin=89.81	_	_	_	_	_
46-1	TOI048	46	poi	poi	linguistic	none	_	_	_	_	_	_	_
46-2	TOI048	46	in	in	linguistic	none	_	_	_	_	_	_	_
46-3	TOI048	46	realtà	realtà	linguistic	none	_	_	_	_	_	_	_
46-4	TOI048	46	facendo	facendo	linguistic	none	_	_	_	_	_	_	_
46-5	TOI048	46	due	due	linguistic	none	_	_	_	_	_	_	_
46-6	TOI048	46	passi:	passi	linguistic	none	_	_	4x1	_	_	_	_
46-7	TOI048	46	sì	sì	linguistic	none	ProsodicLink=Yes	_	_	_	_	_	_
46-8	TOI048	46	eh	eh	linguistic	none	_	_	_	_	_	_	FP
46-9	TOI048	46	arrivi:	arrivi	linguistic	none	_	End=92.702	5x1	_	_	_	_
47-0	TOI048	47	puoi	puoi	linguistic	none	_	Begin=95.092	_	_	_	_	_
47-1	TOI048	47	arrivare	arrivare	linguistic	none	_	_	_	_	_	_	_
47-2	TOI048	47	comodamente	comodamente	linguistic	none	_	_	_	_	_	_	_
47-3	TOI048	47	in	in	linguistic	none	_	_	_	_	_	_	_
47-4	TOI048	47	largo	largo	linguistic	none	_	_	_	_	_	_	_
47-5	TOI048	47	rossini	rossini	linguistic	none	_	End=97.801	_	_	_	_	_
48-0	TOI048	48	>son	son	linguistic	none	_	Begin=98.171	_	Fast=0-3	_	_	_
48-1	TOI048	48	quindici	quindici	linguistic	none	_	_	_	Fast=0-8	_	_	_
48-2	TOI048	48	minuti	minuti	linguistic	none	_	_	_	Fast=0-6	_	_	_
48-3	TOI048	48	di	di	linguistic	none	_	_	_	Fast=0-2	_	_	_
48-4	TOI048	48	cammino<	cammino	linguistic	none	_	End=100.393	_	Fast=0-7	_	_	_
49-0	TOR001	49	mhmh	mhmh	linguistic	none	_	Begin=100.587|End=101.072	_	_	_	_	BC
50-0	TOI048	50	oppure	oppure	linguistic	none	_	Begin=101.306	_	_	_	_	_
50-1	TOI048	50	in:	in	linguistic	none	_	_	1x1	_	_	_	_
50-2	TOI048	50	porta	porta	linguistic	none	_	_	_	_	_	_	_
50-3	TOI048	50	p~	p~	linguistic	none	Interrupted=Yes	_	_	_	_	_	_
50-4	TOI048	50	nella	nella	linguistic	none	_	_	_	_	_	_	_
50-5	TOI048	50	zona	zona	linguistic	none	_	_	_	_	_	_	_
50-6	TOI048	50	porta	porta	linguistic	none	_	_	_	_	_	_	_
50-7	TOI048	50	palazzo	palazzo	linguistic	none	_	End=103.985	_	_	_	_	_
51-0	TOI048	51	che	che	linguistic	none	_	Begin=104.009	_	_	_	_	_
51-1	TOI048	51	comunque	comunque	linguistic	none	_	_	_	_	_	_	_
51-2	TOI048	51	di	di	linguistic	none	_	_	_	_	_	_	_
51-3	TOI048	51	sera	sera	linguistic	none	_	_	_	_	_	_	_
51-4	TOI048	51	ci	ci	linguistic	none	_	_	_	_	_	_	_
51-5	TOI048	51	sono	sono	linguistic	none	_	_	_	_	_	_	_
51-6	TOI048	51	i	i	linguistic	none	_	_	_	_	_	_	_
51-7	TOI048	51	locali	locali	linguistic	none	_	_	_	_	_	_	_
51-8	TOI048	51	però	però	linguistic	none	_	_	_	_	_	_	_
51-9	TOI048	51	nella	nella	linguistic	none	_	_	_	_	_	_	_
51-10	TOI048	51	mia	mia	linguistic	none	_	_	_	_	_	_	_
51-11	TOI048	51	>assolutamente<	assolutamente	linguistic	none	_	_	_	Fast=0-13	_	_	_
51-12	TOI048	51	non	non	linguistic	none	_	_	_	_	_	_	_
51-13	TOI048	51	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
51-14	TOI048	51	è	è	linguistic	none	_	_	_	_	_	_	_
51-15	TOI048	51	nulla	nulla	linguistic	none	_	_	_	_	_	_	_
51-16	TOI048	51	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
51-17	TOI048	51	[]	x	unknown	none	_	_	_	_	_	_	_
51-18	TOI048	51	proprio	proprio	linguistic	none	_	_	_	_	_	_	_
51-19	TOI048	51	niente	niente	linguistic	none	_	End=109.37	_	_	_	_	_
52-0	TOR001	52	[mhmhmh]	mhmhmh	linguistic	none	_	Begin=108.0|End=108.837	_	_	_	0-6(6)	BC
53-0	TOR001	53	okay	okay	linguistic	none	_	Begin=109.38	_	_	_	_	BC
53-1	TOR001	53	quindi	quindi	linguistic	none	_	_	_	_	_	_	_
53-2	TOR001	53	>quando	quando	linguistic	none	_	_	_	Fast=0-6	_	_	_
53-3	TOR001	53	dicevi	dicevi	linguistic	none	_	_	_	Fast=0-6	_	_	_
53-4	TOR001	53	che	che	linguistic	none	_	_	_	Fast=0-3	_	_	_
53-5	TOR001	53	ti	ti	linguistic	none	_	_	_	Fast=0-2	_	_	_
53-6	TOR001	53	piaceva	piaceva	linguistic	none	_	_	_	Fast=0-7	_	_	_
53-7	TOR001	53	per	per	linguistic	none	_	_	_	Fast=0-3	_	_	_
53-8	TOR001	53	la	la	linguistic	none	_	_	_	Fast=0-2	_	_	_
53-9	TOR001	53	posizione<	posizione	linguistic	none	_	_	_	Fast=0-9	_	_	_
53-10	TOR001	53	era	era	linguistic	none	_	_	_	_	_	_	_
53-11	TOR001	53	perché	perché	linguistic	none	_	_	_	_	_	_	_
53-12	TOR001	53	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
53-13	TOR001	53	è	è	linguistic	none	_	_	_	_	_	_	_
53-14	TOR001	53	comoda	comoda	linguistic	none	_	_	_	_	_	_	_
53-15	TOR001	53	per	per	linguistic	none	_	_	_	_	_	_	_
53-16	TOR001	53	raggiungere	raggiungere	linguistic	none	_	_	_	_	_	_	_
53-17	TOR001	53	[altri:	altri	linguistic	none	_	_	4x1	_	_	0-5(7)	_
53-18	TOR001	53	punti]?	punti	linguistic	none	Intonation=Rising	End=115.828	_	_	_	0-5(7)	_
54-0	TOI048	54	[ma	ma	linguistic	none	_	Begin=114.45	_	_	_	0-2(7)	_
54-1	TOI048	54	no.	no	linguistic	none	Intonation=Falling	_	_	_	_	0-2(7)	_
54-2	TOI048	54	perché	perché	linguistic	none	_	_	_	_	_	0-6(7)	_
54-3	TOI048	54	mi	mi	linguistic	none	_	_	_	_	_	0-2(7)	_
54-4	TOI048	54	piace:]	piace	linguistic	none	_	_	4x1	_	_	0-5(7)	_
54-5	TOI048	54	mi	mi	linguistic	none	_	_	_	_	_	_	_
54-6	TOI048	54	piace	piace	linguistic	none	_	_	_	_	_	_	_
54-7	TOI048	54	il	il	linguistic	none	_	_	_	_	_	_	_
54-8	TOI048	54	luogo	luogo	linguistic	none	_	_	_	_	_	_	_
54-9	TOI048	54	di	di	linguistic	none	_	_	_	_	_	_	_
54-10	TOI048	54	per	per	linguistic	none	_	_	_	_	_	_	_
54-11	TOI048	54	sè	sè	linguistic	none	_	_	_	_	_	_	_
