gold_speaker	gold_word	whisper_speaker	whisper_word
PKP125	sette	[SPEAKER_B]	sette
PKP125	anni	[SPEAKER_B]	anni
-	-	[SPEAKER_A]	ecco
-	-	[SPEAKER_A]	l'iguale
PKP125	comunque	[SPEAKER_B]	comunque
PKP125	dagli	[SPEAKER_B]	dagli
PKP125	otto	[SPEAKER_B]	otto
PKP125	ai	[SPEAKER_B]	ai
PKP125	mh	-	-
PKP125	diciotto	[SPEAKER_B]	diciotto
PKP125	che	[SPEAKER_B]	e
PKP125	poi	[SPEAKER_B]	poi
PKP125	questi	[SPEAKER_B]	questi
PKP125	bambini	[SPEAKER_B]	bambini
PKP125	pi~	-	-
PKP125	bambini	-	-
PKP125	piccoli	[SPEAKER_B]	piccoli
PKP125	cioè	[SPEAKER_B]	cioè
PKP125	mo	[SPEAKER_B]	ora
PKP125	quando	-	-
PKP125	li	-	-
PKP125	avevo	-	-
PKP125	quando	[SPEAKER_B]	quando
PKP125	avevo	[SPEAKER_B]	avevo
PKP125	iniziato	[SPEAKER_B]	iniziato
PKP125	prima	[SPEAKER_B]	prima
PKP125	che	[SPEAKER_B]	che
PKP125	me	[SPEAKER_B]	me
PKP125	ne	[SPEAKER_B]	ne
PKP125	andavo	[SPEAKER_B]	andavo
PKP125	a	[SPEAKER_B]	a
PKP125	bologna	[SPEAKER_B]	bologna
PKP131	mhmh	-	-
PKP125	comunque	[SPEAKER_B]	comunque
PKP125	tanti	[SPEAKER_B]	tanti
PKP125	sono	[SPEAKER_B]	sono
PKP125	rimasti	[SPEAKER_B]	rimasti
PKP125	perché	[SPEAKER_A]	sì
PKP125	poi	-	-
PKP125	e	[SPEAKER_B]	e
PKP125	sono	[SPEAKER_B]	sono
PKP125	cresciuti	[SPEAKER_B]	cresciuti
PKP125	quindi	[SPEAKER_B]	quindi
PKP125	quelli	[SPEAKER_B]	quelli
PKP125	che	[SPEAKER_B]	che
PKP125	tipo	[SPEAKER_B]	tipo
PKP125	mh	-	-
PKP125	quando	[SPEAKER_B]	quando
PKP125	ero	[SPEAKER_B]	ero
PKP125	entrato	[SPEAKER_B]	entrato
PKP125	stavano	[SPEAKER_B]	stavano
PKP125	in	[SPEAKER_B]	in
PKP125	quinta	[SPEAKER_B]	cui
PKP125	elementare	[SPEAKER_B]	tenere
PKP125	mo	[SPEAKER_B]	il
-	-	[SPEAKER_B]	dare
-	-	[SPEAKER_B]	ma
PKP125	sono	[SPEAKER_B]	sono
PKP125	in	[SPEAKER_B]	in
PKP125	terza	[SPEAKER_B]	terza
PKP125	media	[SPEAKER_B]	media
PKP125	qualcuno	[SPEAKER_B]	qualcuno
PKP125	deve	[SPEAKER_B]	deve
PKP125	andare	[SPEAKER_B]	andare
PKP125	alle	[SPEAKER_B]	agli
PKP125	superiori	[SPEAKER_B]	superiori
PKP125	io	-	-
PKP125	ero	[SPEAKER_B]	ero
PKP125	scioccato	[SPEAKER_B]	scioccato
PKP125	c'avevamo	[SPEAKER_B]	e
PKP125	una	-	-
PKP131	como	-	-
PKP125	como	-	-
PKP125	che	-	-
PKP125	scandalo	[SPEAKER_B]	scandalo
PKP125	scioccobasito	[SPEAKER_A]	grazie
PKP125	mh	[SPEAKER_B]	ciò
-	-	[SPEAKER_B]	con
-	-	[SPEAKER_B]	basilio
-	-	[SPEAKER_B]	mmm
PKP125	ma	[SPEAKER_B]	ma
PKP125	non	[SPEAKER_B]	non
PKP125	ti	[SPEAKER_B]	ti
PKP125	piace	[SPEAKER_B]	piace
PKP125	il	[SPEAKER_B]	il
PKP125	pepe	[SPEAKER_B]	tipo
PKP125	sull'alice	[SPEAKER_B]	che
PKP131	mah	[SPEAKER_B]	sono
PKP125	eh	[SPEAKER_B]	le
PKP125	ma	[SPEAKER_B]	ciascune
PKP125	quello	[SPEAKER_B]	ma
PKP125	è	[SPEAKER_B]	guarda
PKP125	xxx	[SPEAKER_B]	che
PKP131	ce	[SPEAKER_B]	bello
PKP131	la	[SPEAKER_A]	c'è
PKP131	fai	[SPEAKER_A]	mai
PKP131	a	[SPEAKER_A]	parlato
PKP131	parla'	[SPEAKER_A]	di
PKP131	stasera	[SPEAKER_A]	a
PKP125	su~	[SPEAKER_A]	paola
PKP131	a	[SPEAKER_B]	c'è
PKP131	parla'	[SPEAKER_B]	saurito
PKP125	so'	[SPEAKER_B]	sai
PKP125	esaurito	[SPEAKER_B]	che
PKP131	ma	[SPEAKER_B]	c'è
PKP131	infatti	[SPEAKER_B]	saurito
PKP125	non	[SPEAKER_B]	su
PKP125	è	[SPEAKER_B]	sta
PKP125	che	[SPEAKER_B]	inizia
PKP125	so'	-	-
PKP125	esaurito	-	-
PKP125	so	-	-
PKP125	stanco	-	-
PKP125	oggi	-	-
PKP125	a	[SPEAKER_B]	a
PKP125	parlare	[SPEAKER_B]	parlare
PKP125	qua	[SPEAKER_B]	qua
PKP125	dieci	[SPEAKER_B]	di
PKP125	ore	[SPEAKER_B]	giù
PKP131	e	[SPEAKER_B]	e'
PKP131	dimmi	[SPEAKER_B]	bambino
PKP131	un	-	-
PKP131	po'	-	-
PKP131	che	-	-
PKP131	che	-	-
PKP131	fai	-	-
PKP131	le	-	-
PKP131	lezioni	-	-
PKP131	cioè	-	-
PKP131	che	-	-
PKP131	gli	-	-
PKP131	dici	-	-
PKP125	ai	-	-
PKP125	bambini	-	-
PKP125	ma	[SPEAKER_B]	ma
PKP125	tipo	[SPEAKER_B]	tipo
PKP125	vuoi	[SPEAKER_B]	vuoi
PKP125	inserirti	[SPEAKER_B]	inserire
PKP125	nel	[SPEAKER_B]	nel
PKP125	campo	[SPEAKER_B]	campo
PKP125	vuoi	[SPEAKER_B]	vuoi
PKP125	conoscere	[SPEAKER_B]	conoscere
PKP125	i	[SPEAKER_B]	i
PKP125	trucchi	[SPEAKER_B]	trucchi
PKP125	del	[SPEAKER_B]	del
PKP125	mestiere	[SPEAKER_B]	mestiere
PKP131	sì	[SPEAKER_A]	sì
PKP131	no	[SPEAKER_A]	non
PKP131	lo	[SPEAKER_A]	ha
PKP131	so	[SPEAKER_A]	mai
PKP131	ho	-	-
PKP131	parlato	[SPEAKER_A]	parlato
PKP131	con	[SPEAKER_A]	con
PKP131	chiara	[SPEAKER_A]	me
PKP131	ieri	[SPEAKER_A]	io
PKP131	sera	[SPEAKER_A]	dici
PKP125	eh	[SPEAKER_A]	la
PKP125	okay	[SPEAKER_A]	ho
PKP131	m'ha	-	-
PKP131	detto	[SPEAKER_A]	detto
PKP131	ah	[SPEAKER_A]	ah
PKP131	ah	[SPEAKER_A]	dovevamo
PKP131	lei	[SPEAKER_A]	fare
PKP131	lo	[SPEAKER_A]	il
PKP131	fa	[SPEAKER_A]	doposcola
PKP131	ad	-	-
PKP131	agosto	-	-
PKP131	perché	[SPEAKER_A]	perché
PKP131	sta	[SPEAKER_A]	stiamo
PKP131	lavorando	[SPEAKER_A]	parlando
PKP131	comunque	[SPEAKER_A]	comunque
PKP131	nell'accademia	[SPEAKER_A]	dell'accademia
PKP131	delle	[SPEAKER_A]	delle
PKP131	xxxx	[SPEAKER_A]	rette
PKP125	eh	[SPEAKER_A]	e
PKP125	eh	[SPEAKER_A]	tutto
PKP131	ha	[SPEAKER_A]	ho
PKP131	detto	[SPEAKER_A]	detto
PKP131	comunque	[SPEAKER_A]	comunque
PKP131	per	[SPEAKER_A]	per
PKP131	arrotondare	[SPEAKER_A]	arrotondare
PKP131	vorrei	[SPEAKER_A]	mi
-	-	[SPEAKER_A]	volevi
PKP131	fare	[SPEAKER_A]	fare
PKP131	anche	[SPEAKER_A]	anche
PKP131	il	[SPEAKER_A]	il
PKP131	dopo	[SPEAKER_A]	doposcola
PKP131	scuola	-	-
PKP131	così	-	-
PKP125	ah	-	-
PKP131	però	[SPEAKER_A]	però
PKP131	insieme	[SPEAKER_A]	insieme
PKP131	a	[SPEAKER_A]	a
PKP131	inglese	[SPEAKER_A]	inglese
PKP131	chiedono	[SPEAKER_A]	chiedono
PKP131	matematica	[SPEAKER_A]	matematica
PKP131	eh	-	-
PKP131	non	[SPEAKER_A]	non
PKP131	so	[SPEAKER_A]	so
PKP131	fare	[SPEAKER_A]	fare
PKP131	nemmeno	[SPEAKER_A]	nemmeno
PKP131	due	[SPEAKER_A]	due
PKP131	più	[SPEAKER_A]	figlie
PKP131	due	[SPEAKER_A]	per
PKP131	me	[SPEAKER_A]	matematica
PKP131	le	[SPEAKER_A]	e
PKP131	xx	[SPEAKER_A]	io
PKP131	e	-	-
PKP131	gli	-	-
PKP131	ho	[SPEAKER_A]	ho
PKP131	p~	-	-
PKP131	fatto	[SPEAKER_A]	fatto
PKP131	la	[SPEAKER_A]	la
PKP131	proposta	[SPEAKER_A]	proposta
PKP131	l~	-	-
PKP131	l'ho	[SPEAKER_A]	l'ho
PKP131	lasciata	[SPEAKER_A]	lasciata
PKP131	lì	[SPEAKER_A]	lì
PKP131	ho	[SPEAKER_A]	ho
PKP131	detto	[SPEAKER_A]	detto
PKP131	ah	[SPEAKER_A]	ah
PKP131	lo	[SPEAKER_A]	lo
PKP131	volemo	[SPEAKER_A]	vogliamo
PKP131	fa	[SPEAKER_A]	fare
PKP131	insieme	[SPEAKER_A]	insieme
PKP131	tu	[SPEAKER_A]	cioè
PKP131	fai	[SPEAKER_A]	per
PKP131	matematica	[SPEAKER_A]	matematica
PKP131	e	-	-
PKP131	io	-	-
PKP131	faccio	[SPEAKER_A]	faccio
PKP131	inglese	[SPEAKER_A]	inglese
PKP131	e	[SPEAKER_A]	e
PKP131	lei	-	-
PKP131	ha	[SPEAKER_A]	ha
PKP131	fatto	[SPEAKER_A]	detto
PKP131	eh	[SPEAKER_A]	bene
PKP131	sì	[SPEAKER_A]	ha
-	-	[SPEAKER_A]	detto
-	-	[SPEAKER_A]	bene
PKP131	perché	[SPEAKER_A]	perché
PKP131	no	[SPEAKER_A]	no
PKP125	eh	-	-
PKP131	sto	-	-
PKP131	xx	-	-
PKP125	perché	[SPEAKER_A]	perché
PKP125	no	[SPEAKER_A]	no
PKP131	ho	[SPEAKER_A]	ho
PKP131	detto	[SPEAKER_A]	detto
PKP131	sì	[SPEAKER_A]	sì
PKP131	però	[SPEAKER_A]	però
PKP131	sappi	[SPEAKER_A]	sappi
PKP131	che	[SPEAKER_A]	che
PKP131	se	[SPEAKER_A]	se
PKP131	ci	[SPEAKER_A]	ci
PKP131	prendiamo	[SPEAKER_A]	prendiamo
PKP131	sessanta	[SPEAKER_A]	sessanta
PKP131	euro	[SPEAKER_A]	euro
PKP131	a	[SPEAKER_A]	a
PKP131	bambino	[SPEAKER_A]	bambino
PKP131	nemmeno	[SPEAKER_A]	retta
PKP131	le	-	-
PKP131	devo	-	-
PKP125	trenta	-	-
PKP125	mensile	[SPEAKER_A]	mensile
PKP131	sì	-	-
PKP131	io	-	-
PKP131	mi	[SPEAKER_A]	mi
PKP131	prendo	[SPEAKER_A]	prendo
PKP131	quaranta	[SPEAKER_A]	quaranta
PKP131	e	-	-
PKP131	tu	[SPEAKER_A]	tu
PKP131	ti	[SPEAKER_A]	ti
PKP131	prendi	[SPEAKER_A]	prendi
PKP131	venti	[SPEAKER_A]	venti
PKP125	eh	[SPEAKER_B]	grazie
PKP125	proprio	[SPEAKER_B]	grazie
PKP125	che	[SPEAKER_B]	grazie
PKP125	la	[SPEAKER_B]	a
PKP125	vuoi	[SPEAKER_B]	tutti
-	-	[SPEAKER_B]	perchè
-	-	[SPEAKER_B]	no
-	-	[SPEAKER_B]	rettamente
-	-	[SPEAKER_B]	zile
-	-	[SPEAKER_B]	eh
-	-	[SPEAKER_B]	poi
-	-	[SPEAKER_B]	veniamo
-	-	[SPEAKER_B]	a
PKP125	sfruttare	[SPEAKER_B]	sfruttare
PKP125	vabbè	[SPEAKER_B]	vabbè
PKP125	tanto	[SPEAKER_B]	tanto
PKP125	è	-	-
PKP125	la	[SPEAKER_B]	la
PKP125	matematica	[SPEAKER_B]	matematica
PKP125	delle	[SPEAKER_B]	dell'elementare
PKP125	elementari	[SPEAKER_B]	diceva
PKP125	cioè	[SPEAKER_B]	che
PKP125	ma	[SPEAKER_B]	ci
PKP125	riesci	[SPEAKER_B]	vuole
PKP125	pure	[SPEAKER_B]	la
PKP125	martina	[SPEAKER_B]	tua
PKP125	ah	[SPEAKER_B]	è
PKP125	tu	[SPEAKER_B]	fariata
PKP125	vuoi	-	-
PKP125	fa	-	-
PKP125	xx	-	-
PKP131	vabbè	-	-
PKP131	ma	-	-
PKP131	lei	-	-
PKP131	lei	[SPEAKER_A]	lei
PKP131	lo	[SPEAKER_A]	lo
PKP131	fa	[SPEAKER_A]	fa
PKP131	lei	[SPEAKER_A]	lei
PKP131	sta	[SPEAKER_A]	capirà
PKP131	piena	[SPEAKER_A]	i
PKP131	di	-	-
PKP131	soldi	[SPEAKER_A]	soldi
PKP131	perché	[SPEAKER_A]	perché
PKP125	ah	-	-
PKP125	sì	-	-
PKP131	prende	[SPEAKER_A]	prende
PKP131	tutte	-	-
PKP131	le	-	-
PKP131	borse	-	-
PKP131	di	-	-
PKP131	studio	-	-
PKP125	mh	-	-
PKP131	la	-	-
PKP131	prendono	-	-
PKP131	sempre	[SPEAKER_A]	sempre
PKP131	a	[SPEAKER_A]	la
PKP131	fare	[SPEAKER_A]	borsa
PKP131	la	[SPEAKER_A]	di
PKP131	scrutatrice	[SPEAKER_A]	studio
PKP131	con	[SPEAKER_A]	prende
PKP131	venti	[SPEAKER_A]	sempre
PKP131	qua	[SPEAKER_A]	la
PKP131	venti	[SPEAKER_A]	frasca
PKP131	di	[SPEAKER_A]	dell'advice
PKP131	là	[SPEAKER_A]	ha
PKP125	eh	[SPEAKER_A]	un
-	-	[SPEAKER_A]	bel
-	-	[SPEAKER_A]	sicco
-	-	[SPEAKER_A]	ha
-	-	[SPEAKER_A]	un
-	-	[SPEAKER_A]	bel
-	-	[SPEAKER_A]	filato
PKP125	non	[SPEAKER_A]	non
PKP125	ti	[SPEAKER_A]	ti
PKP125	hanno	[SPEAKER_A]	hanno
PKP125	pigliato	[SPEAKER_A]	pigliato
PKP125	a	[SPEAKER_A]	a
PKP125	te	[SPEAKER_A]	te
PKP125	no	[SPEAKER_A]	no
PKP125	eh	-	-
PKP131	no	-	-
PKP125	a	[SPEAKER_A]	a
PKP125	lei	[SPEAKER_A]	lei
PKP125	sì	[SPEAKER_A]	sì
PKP131	no	-	-
PKP125	infatti	[SPEAKER_A]	infatti
PKP125	ho	[SPEAKER_A]	ho
PKP125	visto	[SPEAKER_A]	visto
PKP125	la	[SPEAKER_A]	la
PKP125	lista	[SPEAKER_A]	vista
PKP131	almeno	[SPEAKER_B]	non
PKP131	non	[SPEAKER_B]	ci
PKP131	quest'anno	[SPEAKER_B]	hanno
PKP131	infatti	[SPEAKER_B]	picchiato
PKP125	c'è	[SPEAKER_B]	a
PKP125	matteo	[SPEAKER_B]	te
PKP131	l'al~	[SPEAKER_B]	no
PKP131	matteo	[SPEAKER_B]	no
-	-	[SPEAKER_B]	a
-	-	[SPEAKER_B]	lei
-	-	[SPEAKER_B]	si
-	-	[SPEAKER_B]	no
PKP125	cioè	[SPEAKER_B]	cioè
PKP125	matteo	-	-
PKP125	dice	-	-
PKP125	che	-	-
PKP125	io	[SPEAKER_B]	io
PKP125	sto	[SPEAKER_B]	sto
PKP125	inseguito	[SPEAKER_B]	inserito
PKP125	da	[SPEAKER_B]	da
PKP125	quando	[SPEAKER_B]	quando
PKP125	avevo	[SPEAKER_B]	avevo
PKP125	diciotto	[SPEAKER_B]	diciotto
PKP125	anni	[SPEAKER_B]	anni
PKP125	non	[SPEAKER_B]	non
PKP125	mi	[SPEAKER_B]	mi
PKP125	hanno	[SPEAKER_B]	hanno
PKP125	mai	[SPEAKER_B]	mai
PKP125	chiamato	[SPEAKER_B]	chiamato
PKP125	quando	[SPEAKER_B]	quando
PKP125	mi	[SPEAKER_B]	mi
PKP125	chiamano	[SPEAKER_B]	chiamano
PKP131	quando	-	-
PKP131	non	-	-
PKP131	ci	-	-
PKP131	sto	-	-
PKP125	cioè	[SPEAKER_B]	cioè
PKP125	guarda	[SPEAKER_B]	guarda
PKP125	una	[SPEAKER_B]	una
PKP125	cosa	[SPEAKER_B]	cosa
PKP125	c'è	[SPEAKER_B]	c'è
PKP125	anche	[SPEAKER_B]	anche
PKP125	mar~	-	-
PKP125	c'è	-	-
PKP125	anche	-	-
PKP125	marcella	-	-
PKP125	come	[SPEAKER_B]	come
PKP125	sostituta	[SPEAKER_B]	sostituta
PKP125	però	[SPEAKER_B]	però
PKP131	eh	[SPEAKER_A]	eh
PKP131	chiara	[SPEAKER_A]	se
PKP131	ha	-	-
PKP131	detto	-	-
PKP131	vogliamo	[SPEAKER_A]	vogliamo
PKP131	andare	[SPEAKER_A]	andare
PKP131	a	[SPEAKER_A]	a
PKP131	metterci	[SPEAKER_A]	metterci
PKP131	là	[SPEAKER_A]	là
PKP131	fuori	[SPEAKER_A]	fuori
PKP131	magari	[SPEAKER_A]	magari
PKP131	manca	[SPEAKER_A]	manca
PKP131	qualcuno	[SPEAKER_A]	qualcuno
PKP125	eh	[SPEAKER_B]	e
PKP125	ma	[SPEAKER_B]	ma
PKP125	quale	[SPEAKER_B]	quale
PKP125	seggio	[SPEAKER_B]	sei
PKP131	via	[SPEAKER_B]	già
PKP131	san	[SPEAKER_A]	e
PKP131	rocco	[SPEAKER_A]	adesso
PKP131	per	[SPEAKER_A]	ruotiamo
PKP131	xxxx	[SPEAKER_A]	però
PKP125	ma	[SPEAKER_A]	la
PKP125	vuoi	[SPEAKER_A]	sangue
PKP125	vedere	[SPEAKER_A]	non
PKP125	che	[SPEAKER_A]	mi
PKP125	che	[SPEAKER_A]	gana
PKP125	aspettano	[SPEAKER_B]	ma
PKP125	a	[SPEAKER_B]	voi
PKP125	te	[SPEAKER_B]	vedete
PKP131	eh	[SPEAKER_B]	che
PKP131	infatti	[SPEAKER_B]	è
PKP125	a	[SPEAKER_B]	spettante
PKP125	xxxx	[SPEAKER_A]	grazie
PKP125	andiamo	[SPEAKER_B]	ma
PKP125	san	[SPEAKER_B]	c'è
PKP125	rocco	[SPEAKER_B]	una
PKP125	oh	[SPEAKER_B]	cosa
PKP131	mh	[SPEAKER_B]	che
-	-	[SPEAKER_B]	mi
-	-	[SPEAKER_B]	piace
-	-	[SPEAKER_B]	molto
-	-	[SPEAKER_B]	oi
PKP125	quei	[SPEAKER_B]	quei
PKP125	castellani	[SPEAKER_B]	castellani
PKP125	malefici	[SPEAKER_B]	malefici
PKP131	non	[SPEAKER_A]	grazie
PKP131	me	[SPEAKER_A]	buon
PKP131	di'	[SPEAKER_A]	manino
PKP131	paura	[SPEAKER_A]	paura
PKP125	sa	[SPEAKER_B]	se
PKP125	ne	[SPEAKER_B]	ne
PKP125	ve	[SPEAKER_B]	vedi
PKP125	ki	[SPEAKER_B]	più
PKP125	uttant'anni	[SPEAKER_B]	tante
-	-	[SPEAKER_B]	altre
PKP125	che	[SPEAKER_B]	che
PKP125	vanno	[SPEAKER_B]	vanno
PKP125	a	[SPEAKER_B]	a
PKP125	pesc	[SPEAKER_B]	pescare
PKP125	pure	-	-
PKP125	loro	[SPEAKER_B]	loro
PKP131	mh	[SPEAKER_A]	no
PKP131	o	[SPEAKER_A]	ho
PKP131	parent	[SPEAKER_A]	vero
PKP131	u	[SPEAKER_A]	in
PKP131	t'avuta	[SPEAKER_A]	duda
PKP125	la	[SPEAKER_A]	una
PKP125	gente	[SPEAKER_B]	a
PKP125	che'ha	[SPEAKER_B]	genere
PKP125	i	[SPEAKER_B]	sono
PKP125	soldi	[SPEAKER_B]	sottolineato
PKP125	lu	[SPEAKER_B]	questo
PKP125	xxx	[SPEAKER_B]	riluco
PKP125	pure	-	-
PKP125	lui	-	-
PKP125	mh	-	-
PKP125	c'è	[SPEAKER_B]	c'è
PKP125	anche	[SPEAKER_B]	anche
PKP125	luciana	-	-
PKP125	oh	-	-
PKP131	luciana	-	-
PKP131	bianchini	-	-
PKP125	mh	-	-
PKP125	come	[SPEAKER_B]	come
PKP125	sostituta	[SPEAKER_B]	sostituta
PKP125	matteo	-	-
PKP125	c'è	-	-
PKP125	rimasto	-	-
PKP125	un	-	-
PKP125	po'	-	-
PKP125	ma~	-	-
PKP125	cioè	-	-
PKP125	c'è	[SPEAKER_B]	c'è
PKP125	rimasto	[SPEAKER_B]	rimasto
PKP125	un	[SPEAKER_B]	un
PKP125	po'	[SPEAKER_B]	po'
PKP125	male	[SPEAKER_B]	male
PKP125	sta	[SPEAKER_B]	sta
PKP125	cercando	[SPEAKER_B]	cercando
PKP125	lavoro	[SPEAKER_B]	lavoro
PKP125	come	[SPEAKER_B]	come
PKP125	un	[SPEAKER_B]	l'animale
PKP125	animale	-	-
PKP125	non	[SPEAKER_B]	non
PKP125	trova	[SPEAKER_B]	trova
PKP125	niente	[SPEAKER_B]	niente
PKP125	dice	[SPEAKER_B]	dice
PKP125	almeno	[SPEAKER_B]	almeno
PKP125	se	[SPEAKER_B]	se
PKP125	stavo	[SPEAKER_B]	stavo
PKP125	là	[SPEAKER_B]	là
PKP125	mi	[SPEAKER_B]	mi
PKP125	pigliavo	[SPEAKER_B]	pigliavo
PKP125	sti	[SPEAKER_B]	questi
PKP125	duecento	[SPEAKER_B]	duecento
PKP125	euro	[SPEAKER_B]	euro
PKP131	mh	[SPEAKER_A]	sì
PKP131	sempre	[SPEAKER_A]	è
PKP131	utili	[SPEAKER_A]	molto
PKP125	che	[SPEAKER_A]	utile
PKP125	poi	[SPEAKER_B]	che
PKP125	in	[SPEAKER_B]	per
PKP125	realtà	[SPEAKER_B]	realtà
PKP125	non	[SPEAKER_B]	non
PKP125	è	[SPEAKER_B]	è
PKP125	per	[SPEAKER_B]	per
PKP125	il	[SPEAKER_B]	il
PKP125	referendum	[SPEAKER_B]	referendum
PKP125	ma	[SPEAKER_B]	ma
PKP125	forse	[SPEAKER_B]	forse
PKP125	per	[SPEAKER_B]	per
PKP125	le	[SPEAKER_B]	le
PKP125	regionali	[SPEAKER_B]	regionali
PKP125	pure	[SPEAKER_B]	pure
PKP125	quindi	[SPEAKER_B]	quindi
PKP125	sono	[SPEAKER_B]	sono
PKP125	pure	[SPEAKER_B]	pure
PKP125	più	[SPEAKER_B]	più
PKP125	soldi	[SPEAKER_B]	soldi
PKP125	boh	[SPEAKER_B]	buono
PKP131	ma	[SPEAKER_A]	ma
PKP131	tu	[SPEAKER_A]	dove
PKP131	vai	[SPEAKER_A]	vuoi
PKP131	a	[SPEAKER_A]	andare
PKP131	votare	[SPEAKER_B]	perchè
PKP125	perché	[SPEAKER_B]	non
PKP125	non	[SPEAKER_B]	è
PKP125	dovrei	[SPEAKER_A]	eh
PKP131	e	-	-
PKP131	hai	-	-
PKP131	qualche	[SPEAKER_A]	qualche
PKP131	idea	[SPEAKER_A]	idea
PKP131	su	[SPEAKER_A]	su
PKP131	chi	[SPEAKER_A]	chi
PKP131	votare	[SPEAKER_A]	votare
PKP125	cosa	[SPEAKER_A]	cosa
PKP131	qualche	[SPEAKER_A]	qualche
PKP131	idea	[SPEAKER_A]	idea
PKP131	su	[SPEAKER_A]	su
PKP131	chi	[SPEAKER_A]	chi
PKP131	votare	[SPEAKER_A]	votare
PKP131	xxx	-	-
PKP125	ma	[SPEAKER_B]	ma
PKP125	io	[SPEAKER_B]	io
PKP125	non	[SPEAKER_B]	non
PKP125	ho	[SPEAKER_B]	ho
PKP125	capi~	[SPEAKER_B]	capito
PKP125	cioè	-	-
PKP125	io	[SPEAKER_B]	io
PKP125	sono	[SPEAKER_B]	sono
PKP125	un	[SPEAKER_B]	un
PKP125	po'	[SPEAKER_B]	po'
PKP125	confuso	[SPEAKER_B]	confuso
PKP125	sai	[SPEAKER_B]	sai
PKP131	mh	-	-
PKP131	xx	-	-
PKP125	cioè	[SPEAKER_B]	cioè
PKP125	per	[SPEAKER_B]	per
PKP125	il	[SPEAKER_B]	il
PKP125	referendum	[SPEAKER_B]	referendum
PKP125	l'ho	[SPEAKER_B]	l'ho
PKP125	capito	[SPEAKER_B]	capito
PKP125	chi	[SPEAKER_B]	che
PKP125	vi	[SPEAKER_B]	io
PKP125	devo	[SPEAKER_B]	devo
PKP125	votare	[SPEAKER_B]	votare
PKP125	ma	[SPEAKER_B]	ma
PKP125	devo	[SPEAKER_B]	devo
PKP125	votare	[SPEAKER_B]	votare
PKP125	pure	[SPEAKER_B]	proprio
PKP125	per	-	-
PKP125	il	[SPEAKER_B]	il
